ID,Account,Budget Activity,Budget Activity Title,BSA,BSA Title,Line Item,Line Item Title,Cost Type,Cost Type Title,Category,Classified,FY 1999,FY 2000,FY 2000 App,FY 2001,FY 2001 App,FY 2001 PB,FY 2002,FY 2002 App,FY 2002 PB,FY 2003,FY 2003 App,FY 2003 PB,FY 2004,FY 2004 App,FY 2004 PB,FY 2005,FY 2005 App,FY 2005 PB,FY 2006,FY 2006 App,FY 2006 PB,FY 2007,FY 2007 App,FY 2007 PB,FY 2008,FY 2008 App,FY 2008 PB,FY 2009,FY 2009 App,FY 2009 PB,FY 2010,FY 2010 App,FY 2010 PB,FY 2010 OCO PB,FY 2010 OCO Sup,FY 2011,FY 2011 CR,FY 2011 CR OCO,FY 2011 PB,FY 2011 OCO PB,FY 2012,FY 2012 App,FY 2012 OCO App,FY 2012 PB,FY 2012 OCO PB,FY 2013,FY 2013 App,FY 2013 OCO App,FY 2013 PB,FY 2013 OCO PB,FY 2014,FY 2014 App,FY 2014 OCO App,FY 2014 PB,FY 2014 OCO PB,FY 2015 App,FY 2015 OCO App,FY 2015 PB,FY 2015 OCO PB,FY 2016 PB,FY 2016 OCO PB,FY 1999 Quant,FY 2000 Quant,FY 2000 Quant App,FY 2001 Quant,FY 2001 Quant App,FY 2001 Quant PB,FY 2002 Quant,FY 2002 Quant App,FY 2002 Quant PB,FY 2003 Quant,FY 2003 Quant App,FY 2003 Quant PB,FY 2004 Quant,FY 2004 Quant App,FY 2004 Quant PB,FY 2005 Quant,FY 2005 Quant App,Fy 2005 Quant PB,FY 2006 Quant,FY 2006 Quant App,FY 2006 Quant PB,FY 2007 Quant,FY 2007 Quant App,FY 2007 Quant PB,FY 2008 Quant,FY 2008 Quant App,FY 2008 Quant PB,FY 2009 Quant,FY 2009 Quant App,FY 2009 Quant PB,FY 2010 Quant,FY 2010 Quant App,FY 2010 Quant PB,FY 2010 Quant OCO PB,FY 2010 Quant OCO Sup,FY 2011 Quant,FY 2011 CR Quant,FY 2011 CR OCO Quant,FY 2011 Quant PB,FY 2011 Quant OCO PB,FY 2012 Quant,FY 2012 Quant App,FY 2012 Quant OCO App,FY 2012 Quant PB,FY 2012 Quant OCO PB,FY 2013 Quant,FY 2013 Quant App,FY 2013 Quant OCO App,FY 2013 Quant PB,FY 2013 Quant OCO PB,FY 2014 Quant,FY 2014 Quant App,FY 2014 Quant OCO App,FY 2014 Quant PB,FY 2014 Quant OCO PB,FY 2015 Quant App,FY 2015 Quant OCO App,FY 2015 Quant PB,FY 2015 Quant OCO PB,FY 2016 Quant PB,FY 2016 Quant OCO PB
4068,1508,1,"Proc Ammo, Navy",1,NAVY AMMUNITION,194,JATOS,A,WEAPON SYSTEM COST,Ordnance and Missiles,,3193,3843,3856,4949,4949,4995,5255,4728,4771,3386,4459,4536,4448,4593,4627,4482,4485,4502,4505,4506,4566,3792,4624,4643,3101,3101,4774,3169,3169,3178,3220,3220,3230,0,0,2854,2800,0,2869,0,2766,2766,0,2766,0,2556,2776,0,2776,0,2749,2749,0,2749,0,0,0,2766,0,2806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4069,1508,1,"PROC AMMO, NAVY",1,NAVY AMMUNITION,196,MK 258 MOD 1,A,WEAPON SYSTEM COST,Ordnance and Missiles,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,967,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4070,1508,1,"Proc Ammo, Navy",1,NAVY AMMUNITION,250,5 Inch/54 Gun Ammunition,A,WEAPON SYSTEM COST,Ordnance and Missiles,,21672,15655,15697,14810,14810,14948,16035,16063,12009,16119,12041,12252,12672,13150,13248,23058,19673,19749,26434,26093,25923,37888,26888,24547,28823,28823,26619,20897,20897,20959,23364,23364,27835,352,0,33308,33657,0,34492,0,10901,10901,0,19006,0,48273,48320,0,48320,0,21726,21726,0,24151,0,35702,0,35702,0,35994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4071,1508,1,"PROC AMMO, NAVY",1,NAVY AMMUNITION,253,EXTENDED RANGE GUIDED MUNITIONS (ERGM),A,WEAPON SYSTEM COST,Ordnance and Missiles,,14225,2984,2992,5669,5670,5723,5096,5105,5151,0,0,4022,2903,3748,3776,0,498,500,0,0,0,0,0,0,0,0,0,,0,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4072,1508,1,"PROC AMMO, NAVY",1,NAVY AMMUNITION,265,76MM GUN AMMUNITION,A,WEAPON SYSTEM COST,Ordnance and Missiles,,3730,6966,6985,8653,8653,8733,979,981,990,8921,8199,8342,1178,1217,1226,2845,1149,1153,0,0,0,0,0,0,0,0,0,,0,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4073,1508,1,"Proc Ammo, Navy",1,NAVY AMMUNITION,266,Intermediate Caliber Gun Ammunition,A,WEAPON SYSTEM COST,Ordnance and Missiles,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7473,1379,1252,10912,10885,5729,11135,11135,11211,1468,1468,15780,25894,25894,25974,0,0,17386,36332,0,37234,0,1112,1112,0,19320,0,17080,25544,0,25544,0,32299,33080,0,33080,0,2133,0,36475,0,36715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4074,1508,1,"Proc Ammo, Navy",1,NAVY AMMUNITION,270,Other Ship Gun Ammunition,A,WEAPON SYSTEM COST,Ordnance and Missiles,,4511,5803,5819,5129,5129,5176,7239,7252,7318,9772,9873,10045,19227,17735,16368,19858,19126,19199,30051,35683,40144,40096,21684,21772,21631,21592,21696,34041,34041,35111,38658,38660,38769,2835,0,41837,35940,544,36730,455,19200,19200,182,22120,182,30023,42156,532,42156,532,40807,40807,409,40807,409,47825,3919,47825,3919,50157,4674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4075,1508,1,"Proc Ammo, Navy",1,NAVY AMMUNITION,335,Small Arms & Landing Party Ammo,A,WEAPON SYSTEM COST,Ordnance and Missiles,,7688,7978,7999,8665,8665,8745,8783,8798,8878,18489,18679,19004,17755,17592,17724,45234,23145,23235,38559,38200,35639,54136,32514,32647,108341,77997,45375,46201,46201,45129,54630,54627,57719,14229,0,53700,54352,9279,53949,7757,56349,50584,4545,56364,4545,60533,68536,2643,68536,2643,73195,73195,11976,73195,11976,54096,3561,55096,3561,55536,3456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4076,1508,1,"Proc Ammo, Navy",1,NAVY AMMUNITION,340,Pyrotechnic and Demolition,A,WEAPON SYSTEM COST,Ordnance and Missiles,,8865,8111,8133,6319,6319,6378,8348,8363,8439,10056,10160,10338,10059,10391,10469,11826,10094,10133,14097,14100,13910,9667,9153,9189,11088,11030,11041,10784,10784,10464,12032,12032,12065,1442,0,11228,12482,1446,12519,1209,11870,11855,1656,11855,1656,12155,13498,2322,13498,2322,13084,13084,2447,13084,2447,14565,2913,14565,2913,12798,1989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4077,1508,1,"PROC AMMO, NAVY",1,NAVY AMMUNITION,350,MINE NEUTRALIZATION DEVICES,A,WEAPON SYSTEM COST,Ordnance and Missiles,,7782,9138,9163,7250,7250,7317,4931,4940,4985,2652,2679,2725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4078,1508,1,"PROC AMMO, NAVY",1,NAVY AMMUNITION,365,JUDGMENT FUND,A,WEAPON SYSTEM COST,Ordnance and Missiles,,0,0,0,0,0,0,0,0,0,628,0,0,20193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4079,1508,1,"Proc Ammo, Navy",1,NAVY AMMUNITION,400,Ammunition Less Than $5 Million,A,WEAPON SYSTEM COST,Ordnance and Missiles,,0,2190,2196,1331,1331,1343,1329,1331,1343,3092,3059,1212,2109,2157,2173,5471,3123,3135,3115,3115,3157,1192,1192,1197,3207,3207,3229,3198,3198,3207,3204,3204,3214,0,0,4083,4006,0,4105,0,10107,10107,6000,10107,6000,9939,10424,6308,10424,6308,12270,12270,7692,12270,7692,4271,2764,7237,2764,9143,4674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4080,1508,1,"PROC AMMO, NAVY",1,NAVY AMMUNITION,415,CAWCF CLOSURE COSTS,A,WEAPON SYSTEM COST,Ordnance and Missiles,,0,0,0,8989,8988,1300,6797,6930,6993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4081,1508,2,"Proc Ammo, MC",1,MARINE CORPS AMMUNITION,1000,Small Arms Ammunition,A,WEAPON SYSTEM COST,Ordnance and Missiles,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,210858,176638,37116,149180,143018,108436,104440,104443,104711,16930,0,83371,86593,23324,84337,19498,73612,78387,19575,78387,19575,74051,94681,10948,94681,10948,28254,32894,13461,39758,13461,41183,9475,41183,9475,46848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4082,1508,2,"PROC AMMO, MC",1,MARINE CORPS AMMUNITION,1001,MC GROUND FORCES AUGMENTATION,A,WEAPON SYSTEM COST,Ordnance and Missiles,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69375,,0,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4083,1508,2,"PROC AMMO, MC",1,MARINE CORPS AMMUNITION,1010,"5.56 MM, ALL TYPES",A,WEAPON SYSTEM COST,Ordnance and Missiles,,21868,31775,31834,25278,25222,23456,14280,9317,9402,44608,31058,31600,22618,24435,24618,34631,34993,35129,43553,36959,37452,32398,28553,24365,0,0,0,,0,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4084,1508,2,"PROC AMMO, MC",1,MARINE CORPS AMMUNITION,1020,"7.62 MM, ALL TYPES",A,WEAPON SYSTEM COST,Ordnance and Missiles,,746,6151,6164,4018,3011,2039,7289,7329,7395,6556,6955,7078,6139,6304,6351,13679,8674,8708,19023,13551,13731,26713,18059,14814,0,0,0,,0,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4085,1508,2,"Proc Ammo, MC",1,MARINE CORPS AMMUNITION,1030,"Linear Charges, All Types",A,WEAPON SYSTEM COST,Ordnance and Missiles,,7285,29376,29453,34831,34733,40945,17867,18787,18957,43381,39926,40623,21310,36281,36552,23394,17718,10286,17201,40592,38761,16596,12216,8032,13746,12661,19,18951,30444,17677,29390,29391,29463,5881,0,23894,20553,5595,20006,4677,29182,24351,6691,28125,6691,25969,34585,9940,34585,9940,9398,9398,3310,9398,3310,9535,8843,9535,8843,350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4086,1508,2,"PROC AMMO, MC",1,MARINE CORPS AMMUNITION,1040,.50 CALIBER,A,WEAPON SYSTEM COST,Ordnance and Missiles,,6196,11611,11658,8576,8557,7637,6631,6169,6225,13724,10627,10514,8058,10142,10218,11256,1891,1898,48479,34422,34882,10492,8174,6440,0,0,0,,0,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4087,1508,2,"Proc Ammo, MC",1,MARINE CORPS AMMUNITION,1050,"40 Mm, All Types",A,WEAPON SYSTEM COST,Ordnance and Missiles,,18367,5930,5964,2013,3007,2034,5691,5804,5857,24844,11705,11909,10125,10115,10191,32098,25017,23614,99844,58378,58148,51810,48435,39369,98660,77379,30679,84927,85384,60433,161938,161939,162115,104824,0,109329,74839,13526,74142,11307,102020,92848,12184,97048,12184,22086,22164,5963,22164,5963,13138,13888,6244,13888,6244,14063,7098,20728,7098,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4088,1508,2,"PROC AMMO, MC",1,MARINE CORPS AMMUNITION,1080,60 MM HE M888,A,WEAPON SYSTEM COST,Ordnance and Missiles,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4089,1508,2,"Proc Ammo, MC",1,MARINE CORPS AMMUNITION,1083,"60mm, All Types",A,WEAPON SYSTEM COST,Ordnance and Missiles,,7917,16325,16369,683,682,688,391,2674,2699,6375,2161,2199,10781,7409,6064,15666,12398,10446,33091,16011,16224,26008,12811,2947,122695,94816,17414,68956,64911,44846,65592,65592,65660,43623,0,28041,37959,20515,35027,17150,10920,11925,10988,11925,10988,0,0,0,0,0,8017,6717,3368,6717,3368,8196,5935,8196,5935,1849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4090,1508,2,"Proc Ammo, MC",1,MARINE CORPS AMMUNITION,1091,"81mm, All Types",A,WEAPON SYSTEM COST,Ordnance and Missiles,,7879,132,149,4946,4935,4981,643,6609,6669,38782,30873,31412,18798,19217,19361,34828,25222,24319,49237,16985,17211,74276,74594,57351,167621,135366,20329,94825,96992,54879,158347,158347,158516,103647,0,68628,73239,33180,68791,27738,34092,42615,24515,50839,24515,3763,13711,0,13711,0,9202,9162,9162,9162,9162,10814,9318,10814,9318,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4091,1508,2,"Proc Ammo, MC",1,MARINE CORPS AMMUNITION,1121,"120mm, All Types",A,WEAPON SYSTEM COST,Ordnance and Missiles,,17218,3027,3060,7579,7563,7633,20084,14507,7639,55326,43655,35117,39241,18552,18691,43795,15305,15365,54274,9428,7231,49378,43760,32858,147942,93554,23841,118810,121552,87500,91753,91753,91844,62265,0,106601,122208,115906,103353,96895,20538,20614,11227,20614,11227,17822,24162,11605,24162,11605,27027,23627,10266,23627,10266,19076,6921,21776,6921,24586,10719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4092,1508,2,"PROC AMMO, MC",1,MARINE CORPS AMMUNITION,1193,"FUZE, ET, XM762",A,WEAPON SYSTEM COST,Ordnance and Missiles,,0,0,0,0,0,0,1433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4093,1508,2,"Proc Ammo, MC",1,MARINE CORPS AMMUNITION,1388,"Ctg 25mm, All Types",A,WEAPON SYSTEM COST,Ordnance and Missiles,,3250,12071,12088,3903,3895,3931,5722,5977,6031,15408,6527,6641,3693,3830,3859,8385,3734,3749,12606,2090,2118,8737,10820,9536,12539,11921,11328,2267,2293,2300,2815,2815,2822,563,0,3914,4050,1184,3927,990,3889,4691,802,4691,802,1534,2831,2831,2831,2831,1887,1887,1887,1887,1887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4094,1508,2,"PROC AMMO, MC",1,MARINE CORPS AMMUNITION,1428,9 MM ALL TYPES,A,WEAPON SYSTEM COST,Ordnance and Missiles,,4089,3208,3213,2638,2632,2657,4774,2807,2832,2943,1949,1983,2552,2686,2706,7900,7615,7644,342,0,0,4910,4651,4197,0,0,0,,0,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4095,1508,2,"Proc Ammo, MC",1,MARINE CORPS AMMUNITION,1468,"Grenades, All Types",A,WEAPON SYSTEM COST,Ordnance and Missiles,,6807,13212,13221,10782,10758,8358,11517,11429,10533,11140,11163,11357,6983,7855,7914,10428,5022,5042,12318,5245,5315,23473,21494,16733,56754,59556,26625,52172,56584,39038,16735,16735,16768,6074,0,11374,16414,7341,15435,6137,19363,19363,5911,19363,5911,7686,9993,2359,9993,2359,4510,3760,1611,3760,1611,6218,3218,7218,3218,1390,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4096,1508,2,"PROC AMMO, MC",1,MARINE CORPS AMMUNITION,1470,STINGER SLEP,A,WEAPON SYSTEM COST,Ordnance and Missiles,,0,1959,1964,3897,3888,3925,0,7264,7330,132,1550,1577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4097,1508,2,"Proc Ammo, MC",1,MARINE CORPS AMMUNITION,1471,"Rockets, All Types",A,WEAPON SYSTEM COST,Ordnance and Missiles,,39265,14234,14288,15076,11089,1592,13767,4751,4794,26711,18530,18854,19384,18324,15461,22516,21267,14050,53397,7175,0,22766,20110,10201,47748,40171,2146,25264,31390,26087,21204,22022,22065,8117,0,30796,29856,16200,27538,13543,29634,31334,18871,34427,18871,28878,30579,3051,30579,3051,0,0,0,64924,37459,20495,7642,24495,7642,18960,3993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4098,1508,2,"Proc Ammo, MC",1,MARINE CORPS AMMUNITION,1473,"Artillery, All Types",A,WEAPON SYSTEM COST,Ordnance and Missiles,,10023,167,167,15215,15182,322,18199,15349,24488,96432,45947,46750,52018,51428,49813,57318,55384,55599,81539,43391,31810,62321,47327,35514,156541,109513,36604,183462,180619,117213,139744,139745,139923,81975,0,293707,232739,164021,207541,137118,79750,79529,57003,99529,57003,105939,147951,54886,147951,54886,1035,970,970,970,970,42357,30289,45061,30289,112419,67200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4099,1508,2,"Proc Ammo, MC",1,MARINE CORPS AMMUNITION,1475,EXPEDITIONARY FIGHTING VEHICLE,A,WEAPON SYSTEM COST,Ordnance and Missiles,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2462,2464,2474,5661,5662,5738,0,0,9529,4,4,4,,0,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
4100,1508,2,"Proc Ammo, MC",1,MARINE CORPS AMMUNITION,1500,"Demolition Munitions, All Types",A,WEAPON SYSTEM COST,Ordnance and Missiles,,7466,26938,26987,9202,9550,9638,4459,8448,2925,11775,4020,4089,5784,3724,3752,15120,3257,3270,46151,5822,2353,13323,15917,8282,15543,12283,34,29394,32451,18974,24081,24081,24127,9241,0,22953,30113,11120,28760,9296,25786,30617,7831,30617,7831,0,3438,1391,3438,1391,418,418,418,418,418,1255,1255,1255,1255,518,518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4101,1508,2,"Proc Ammo, MC",1,MARINE CORPS AMMUNITION,1625,"Fuze, All Types",A,WEAPON SYSTEM COST,Ordnance and Missiles,,3838,2362,2369,248,248,249,0,0,0,6204,609,620,4342,4364,4397,15568,13763,13816,4363,3599,3648,2340,1699,565,5913,5142,2330,8791,7927,3460,51644,51644,51646,51071,0,43737,48562,30967,43920,25888,14443,14443,5177,14443,5177,32174,36242,30945,36242,30945,39575,39585,14219,40585,14219,7033,2061,12033,2061,32634,3299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4102,1508,2,"Proc Ammo, MC",1,MARINE CORPS AMMUNITION,1628,Non Lethals,A,WEAPON SYSTEM COST,Ordnance and Missiles,,982,1964,1969,4449,4439,4480,4176,4421,4461,2321,5313,5406,3679,3644,3671,1140,1141,1145,2710,1112,1127,10024,5151,4030,13164,9960,4191,3982,4310,2158,3025,3025,3034,0,0,3424,2974,38,3040,31,3639,3639,712,3639,712,1360,1370,8,1370,8,0,0,0,0,0,998,0,998,0,3868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4103,1508,2,"Proc Ammo, MC",1,MARINE CORPS AMMUNITION,1630,Ammo Modernization,A,WEAPON SYSTEM COST,Ordnance and Missiles,,11982,10632,10661,6852,6837,6900,7096,6956,7019,8274,6870,6990,4907,7063,7116,7485,7095,7123,23237,8948,7350,26373,7701,7732,16922,7828,5264,10647,5627,5644,8859,8859,8886,0,0,10418,8767,0,8985,0,9287,8557,0,8557,0,4557,4566,0,4566,0,8328,8403,0,8403,0,11319,0,12319,0,15117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4104,1508,2,"Proc Ammo, MC",1,MARINE CORPS AMMUNITION,1660,Items Less Than $5 Million,A,WEAPON SYSTEM COST,Ordnance and Missiles,,0,885,650,945,943,952,2651,1005,1014,2068,1589,1616,3390,1607,1616,4756,1716,1723,20909,18018,18201,4705,97,0,338,0,0,7891,4482,4495,5534,4379,4393,0,0,5314,4165,0,4269,0,6131,4510,630,4510,630,7941,6022,12,6022,12,10685,10401,0,5201,0,11178,0,11178,0,11219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4105,1508,2,"PROC AMMO, MC",1,MARINE CORPS AMMUNITION,1670,CAWCF CLOSURE COSTS,A,WEAPON SYSTEM COST,Ordnance and Missiles,,0,0,0,7291,7288,1300,0,7135,7200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
