ProductOrServiceCode,ProductOrServiceCodeText,PrivateSecurityCategory,CBOcategory,ProductOrServiceArea,ProductOrServiceCode1L,ProductOrServiceCode2L,ProductOrServiceCode2R,ProductOrServiceCode1L1R,DoDportfolio,CSISPortfolio,Simple,HostNation3Category,JointPortfolio
AA12,R&D- AGRICULTURE: INSECT AND DISEASE CONTROL (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT),R&D,R&D,R&D,A,AA,12,A2,R&D,R&D,R&D,Service,R&D
AA13,R&D- AGRICULTURE: INSECT AND DISEASE CONTROL (ADVANCED DEVELOPMENT),R&D,R&D,R&D,A,AA,13,A3,R&D,R&D,R&D,Service,R&D
AA14,R&D- AGRICULTURE: INSECT AND DISEASE CONTROL (ENGINEERING DEVELOPMENT),R&D,R&D,R&D,A,AA,14,A4,R&D,R&D,R&D,Service,R&D
AA15,R&D-INSECT & DIS CONT-OPSY DEV,R&D,NULL,R&D,A,AA,15,A5,R&D,R&D,R&D,Service,R&D
AA16,R&D- AGRICULTURE: INSECT AND DISEASE CONTROL (MANAGEMENT/SUPPORT),PAMS,NULL,PAMS,A,AA,16,A6,R&D,R&D,Service,Service,R&D
AA17,R&D- AGRICULTURE: INSECT AND DISEASE CONTROL (COMMERCIALIZED),R&D,NULL,R&D,A,AA,17,A7,R&D,R&D,R&D,Service,R&D
AA20,R&D-AGRI MARKETING,TO BE LABELED,TO BE LABELED,R&D,A,AA,20,A0,R&D,TO BE LABELED,R&D,TO BE LABELED,TO BE LABELED
AA21,AGRICULTURE MARKETING (BASIC),R&D,R&D,R&D,A,AA,21,A1,R&D,R&D,R&D,Service,R&D
AA22,R&D- AGRICULTURE: MARKETING (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT),R&D,R&D,R&D,A,AA,22,A2,R&D,R&D,R&D,Service,R&D
AA23,AGRICULTURE MARKETING (ADVANCED),R&D,NULL,R&D,A,AA,23,A3,R&D,R&D,R&D,Service,R&D
AA24,AGRICULTURE MARKETING (ENGINEERING),R&D,NULL,R&D,A,AA,24,A4,R&D,R&D,R&D,Service,R&D
AA25,AGRICULTURE MARKETING (OPERATIONAL),R&D,R&D,R&D,A,AA,25,A5,R&D,R&D,R&D,Service,R&D
AA26,R&D- AGRICULTURE: MARKETING (MANAGEMENT/SUPPORT),PAMS,PAMS,PAMS,A,AA,26,A6,R&D,R&D,Service,Service,R&D
AA27,R&D-AGRI MARKETING-COMERCLIZ,R&D,NULL,R&D,A,AA,27,A7,R&D,R&D,R&D,Service,R&D
AA31,AGRICULTURE PRODUCTION (BASIC),R&D,R&D,R&D,A,AA,31,A1,R&D,R&D,R&D,Service,R&D
AA32,R&D-AGRI PRODUCTION-A RES/EXPL DEV,R&D,R&D,R&D,A,AA,32,A2,R&D,R&D,R&D,Service,R&D
AA33,AGRICULTURE PRODUCTION (ADVANCED),R&D,R&D,R&D,A,AA,33,A3,R&D,R&D,R&D,Service,R&D
AA34,R&D- AGRICULTURE: PRODUCTION (ENGINEERING DEVELOPMENT),R&D,R&D,R&D,A,AA,34,A4,R&D,R&D,R&D,Service,R&D
AA35,R&D-AGRI PRODUCTION-OPSY DEV,R&D,NULL,R&D,A,AA,35,A5,R&D,R&D,R&D,Service,R&D
AA36,R&D- AGRICULTURE: PRODUCTION (MANAGEMENT/SUPPORT),PAMS,NULL,PAMS,A,AA,36,A6,R&D,R&D,Service,Service,R&D
AA37,R&D- AGRICULTURE: PRODUCTION (COMMERCIALIZED),R&D,NULL,R&D,A,AA,37,A7,R&D,R&D,R&D,Service,R&D
AA40,NULL,TO BE LABELED,TO BE LABELED,R&D,A,AA,40,A0,R&D,TO BE LABELED,R&D,TO BE LABELED,TO BE LABELED
AA41,R&D-AQUACUL/HYDROPONICS-B RES,TO BE LABELED,TO BE LABELED,R&D,A,AA,41,A1,R&D,TO BE LABELED,R&D,TO BE LABELED,TO BE LABELED
AA45,R&D-AQUACUL/HYDROPONICS-OPSY DEV,R&D,NULL,R&D,A,AA,45,A5,R&D,R&D,R&D,Service,R&D
AA47,RDTE/Aquaculture & Hydroponics-Op System Develop,R&D,R&D,R&D,A,AA,47,A7,R&D,R&D,R&D,Service,R&D
AA90,R&D-OTHER AGRI,TO BE LABELED,TO BE LABELED,R&D,A,AA,90,A0,R&D,TO BE LABELED,R&D,TO BE LABELED,TO BE LABELED
AA91,OTHER AGRICULTURE (BASIC),R&D,R&D,R&D,A,AA,91,A1,R&D,R&D,R&D,Service,R&D
AA92,R&D- AGRICULTURE: OTHER (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT),R&D,R&D,R&D,A,AA,92,A2,R&D,R&D,R&D,Service,R&D
AA93,OTHER AGRICULTURE (ADVANCED),R&D,R&D,R&D,A,AA,93,A3,R&D,R&D,R&D,Service,R&D
AA94,OTHER AGRICULTURE (ENGINEERING),R&D,NULL,R&D,A,AA,94,A4,R&D,R&D,R&D,Service,R&D
AA95,OTHER AGRICULTURE (OPERATIONAL),R&D,R&D,R&D,A,AA,95,A5,R&D,R&D,R&D,Service,R&D
AA96,R&D- AGRICULTURE: OTHER (MANAGEMENT/SUPPORT),PAMS,NULL,PAMS,A,AA,96,A6,R&D,R&D,Service,Service,R&D
AA97,R&D-OTHER AGRI-COMERCLIZ,RnD,NULL,R&D,A,AA,97,A7,R&D,R&D,R&D,Service,R&D
AB11,R&D- COMMUNITY SVC/DEVELOP: CRIME PREVENTION/CONTROL (BASIC RESEARCH),R&D,R&D,R&D,A,AB,11,A1,R&D,R&D,R&D,Service,R&D
AB12,R&D- COMMUNITY SVC/DEVELOP: CRIME PREVENTION/CONTROL (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT),R&D,R&D,R&D,A,AB,12,A2,R&D,R&D,R&D,Service,R&D
AB13,R&D- COMMUNITY SVC/DEVELOP: CRIME PREVENTION/CONTROL (ADVANCED DEVELOPMENT),R&D,R&D,R&D,A,AB,13,A3,R&D,R&D,R&D,Service,R&D
AB14,R&D- COMMUNITY SVC/DEVELOP: CRIME PREVENTION/CONTROL (ENGINEERING DEVELOPMENT),R&D,R&D,R&D,A,AB,14,A4,R&D,R&D,R&D,Service,R&D
AB15,R&D-CRIME PREVENT & CONT-OPSY DEV,R&D,R&D,R&D,A,AB,15,A5,R&D,R&D,R&D,Service,R&D
AB16,R&D- COMMUNITY SVC/DEVELOP: CRIME PREVENTION/CONTROL (MANAGEMENT/SUPPORT),PAMS,NULL,PAMS,A,AB,16,A6,R&D,R&D,Service,Service,R&D
AB17,R&D-CRIME PREVENT & CONT-COMERCLIZ,R&D,R&D,R&D,A,AB,17,A7,R&D,R&D,R&D,Service,R&D
AB21,FIRE PREVENTION AND CONTROL (BASIC),R&D,R&D,R&D,A,AB,21,A1,R&D,R&D,R&D,Service,R&D
AB22,R&D- COMMUNITY SVC/DEVELOP: FIRE PREVENTION/CONTROL (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT),R&D,R&D,R&D,A,AB,22,A2,R&D,R&D,R&D,Service,R&D
AB23,R&D- COMMUNITY SVC/DEVELOP: FIRE PREVENTION/CONTROL (ADVANCED DEVELOPMENT),R&D,R&D,R&D,A,AB,23,A3,R&D,R&D,R&D,Service,R&D
AB24,R&D- COMMUNITY SVC/DEVELOP: FIRE PREVENTION/CONTROL (ENGINEERING DEVELOPMENT),R&D,R&D,R&D,A,AB,24,A4,R&D,R&D,R&D,Service,R&D
AB25,R&D-FIRE PREVENT & CONT-OPSY DEV,RnD,NULL,R&D,A,AB,25,A5,R&D,R&D,R&D,Service,R&D
AB26,R&D- COMMUNITY SVC/DEVELOP: FIRE PREVENTION/CONTROL (MANAGEMENT/SUPPORT),PAMS,PAMS,PAMS,A,AB,26,A6,R&D,R&D,Service,Service,R&D
AB27,R&D- COMMUNITY SVC/DEVELOP: FIRE PREVENTION/CONTROL (COMMERCIALIZED),R&D,R&D,R&D,A,AB,27,A7,R&D,R&D,R&D,Service,R&D
AB31,R&D- COMMUNITY SERVICE/DEVELOPMENT: RURAL (BASIC RESEARCH),R&D,R&D,R&D,A,AB,31,A1,R&D,R&D,R&D,Service,R&D
AB32,R&D- COMMUNITY SERVICE/DEVELOPMENT: RURAL (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT),R&D,NULL,R&D,A,AB,32,A2,R&D,R&D,R&D,Service,R&D
AB33,R&D-RURAL SVCS & DEVELOP-ADV DEV,R&D,R&D,R&D,A,AB,33,A3,R&D,R&D,R&D,Service,R&D
AB34,R&D-RURAL SVCS & DEVELOP-ENG DEV,R&D,R&D,R&D,A,AB,34,A4,R&D,R&D,R&D,Service,R&D
AB35,R&D- COMMUNITY SERVICE/DEVELOPMENT: RURAL (OPERATIONAL SYSTEMS DEVELOPMENT),R&D,R&D,R&D,A,AB,35,A5,R&D,R&D,R&D,Service,R&D
AB36,R&D- COMMUNITY SERVICE/DEVELOPMENT: RURAL (MANAGEMENT/SUPPORT),PAMS,NULL,PAMS,A,AB,36,A6,R&D,R&D,Service,Service,R&D
AB37,R&D- COMMUNITY SERVICE/DEVELOPMENT: RURAL (COMMERCIALIZED),R&D,NULL,R&D,A,AB,37,A7,R&D,R&D,R&D,Service,R&D
AB40,R&D-URBAN SVCS & DEVELOP,TO BE LABELED,TO BE LABELED,R&D,A,AB,40,A0,R&D,TO BE LABELED,R&D,TO BE LABELED,TO BE LABELED
AB41,R&D- COMMUNITY SERVICE/DEVELOPMENT: URBAN (BASIC RESEARCH),R&D,NULL,R&D,A,AB,41,A1,R&D,R&D,R&D,Service,R&D
AB42,R&D- COMMUNITY SERVICE/DEVELOPMENT: URBAN (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT),R&D,R&D,R&D,A,AB,42,A2,R&D,R&D,R&D,Service,R&D
AB43,R&D-URBAN SVCS & DEVELOP-ADV DEV,TO BE LABELED,TO BE LABELED,R&D,A,AB,43,A3,R&D,TO BE LABELED,R&D,TO BE LABELED,TO BE LABELED
AB44,R&D-URBAN SVCS & DEVELOP-ENG DEV,R&D,R&D,R&D,A,AB,44,A4,R&D,R&D,R&D,Service,R&D
AB45,R&D-URBAN SVCS & DEVELOP-OPSY DEV,R&D,R&D,R&D,A,AB,45,A5,R&D,R&D,R&D,Service,R&D
AB46,R&D-URBAN SVCS & DEVELOP-MGMT SUP,PAMS,NULL,PAMS,A,AB,46,A6,R&D,R&D,Service,Service,R&D
AB47,R&D-URBAN SVCS & DEVELOP-COMERCLIZ,R&D,NULL,R&D,A,AB,47,A7,R&D,R&D,R&D,Service,R&D
AB90,R&D-OTHER SVC & DEVELOP,TO BE LABELED,TO BE LABELED,R&D,A,AB,90,A0,R&D,TO BE LABELED,R&D,TO BE LABELED,TO BE LABELED
AB91,R&D- COMMUNITY SERVICE/DEVELOPMENT: OTHER (BASIC RESEARCH),R&D,R&D,R&D,A,AB,91,A1,R&D,R&D,R&D,Service,R&D
AB92,R&D- COMMUNITY SERVICE/DEVELOPMENT: OTHER (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT),R&D,R&D,R&D,A,AB,92,A2,R&D,R&D,R&D,Service,R&D
AB93,R&D- COMMUNITY SERVICE/DEVELOPMENT: OTHER (ADVANCED DEVELOPMENT),R&D,R&D,R&D,A,AB,93,A3,R&D,R&D,R&D,Service,R&D
AB94,R&D- COMMUNITY SERVICE/DEVELOPMENT: OTHER (ENGINEERING DEVELOPMENT),R&D,R&D,R&D,A,AB,94,A4,R&D,R&D,R&D,Service,R&D
AB95,R&D- COMMUNITY SERVICE/DEVELOPMENT: OTHER (OPERATIONAL SYSTEMS DEVELOPMENT),R&D,R&D,R&D,A,AB,95,A5,R&D,R&D,R&D,Service,R&D
AB96,R&D- COMMUNITY SERVICE/DEVELOPMENT: OTHER (MANAGEMENT/SUPPORT),PAMS,PAMS,PAMS,A,AB,96,A6,R&D,R&D,Service,Service,R&D
AB97,R&D- COMMUNITY SERVICE/DEVELOPMENT: OTHER (COMMERCIALIZED),R&D,R&D,R&D,A,AB,97,A7,R&D,R&D,R&D,Service,R&D
AC11,DEFENSE AIRCRAFT (BASIC),R&D,R&D,R&D,A,AC,11,A1,R&D,R&D,R&D,Service,R&D
AC12,R&D- DEFENSE SYSTEM: AIRCRAFT (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT),R&D,R&D,R&D,A,AC,12,A2,R&D,R&D,R&D,Service,R&D
AC13,DEFENSE AIRCRAFT (ADVANCED),R&D,R&D,R&D,A,AC,13,A3,R&D,R&D,R&D,Service,R&D
AC14,DEFENSE AIRCRAFT (ENGINEERING),R&D,R&D,R&D,A,AC,14,A4,R&D,R&D,R&D,Service,R&D
AC15,DEFENSE AIRCRAFT (OPERATIONAL),R&D,R&D,R&D,A,AC,15,A5,R&D,R&D,R&D,Service,R&D
AC16,R&D- DEFENSE SYSTEM: AIRCRAFT (MANAGEMENT/SUPPORT),PAMS,PAMS,PAMS,A,AC,16,A6,R&D,R&D,Service,Service,R&D
AC17,R&D- DEFENSE SYSTEM: AIRCRAFT (COMMERCIALIZED),R&D,R&D,R&D,A,AC,17,A7,R&D,R&D,R&D,Service,R&D
AC21,R&D- DEFENSE SYSTEM: MISSILE/SPACE SYSTEMS (BASIC RESEARCH),R&D,R&D,R&D,A,AC,21,A1,R&D,R&D,R&D,Service,R&D
AC22,R&D- DEFENSE SYSTEM: MISSILE/SPACE SYSTEMS (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT),R&D,R&D,R&D,A,AC,22,A2,R&D,R&D,R&D,Service,R&D
AC23,R&D- DEFENSE SYSTEM: MISSILE/SPACE SYSTEMS (ADVANCED DEVELOPMENT),R&D,R&D,R&D,A,AC,23,A3,R&D,R&D,R&D,Service,R&D
AC24,R&D- DEFENSE SYSTEM: MISSILE/SPACE SYSTEMS (ENGINEERING DEVELOPMENT),R&D,R&D,R&D,A,AC,24,A4,R&D,R&D,R&D,Service,R&D
AC25,R&D- DEFENSE SYSTEM: MISSILE/SPACE SYSTEMS (OPERATIONAL SYSTEMS DEVELOPMENT),R&D,R&D,R&D,A,AC,25,A5,R&D,R&D,R&D,Service,R&D
AC26,R&D- DEFENSE SYSTEM: MISSILE/SPACE SYSTEMS (MANAGEMENT/SUPPORT),PAMS,PAMS,PAMS,A,AC,26,A6,R&D,R&D,Service,Service,R&D
AC27,R&D- DEFENSE SYSTEM: MISSILE/SPACE SYSTEMS (COMMERCIALIZED),R&D,R&D,R&D,A,AC,27,A7,R&D,R&D,R&D,Service,R&D
AC31,DEFENSE SHIPS (BASIC),R&D,R&D,R&D,A,AC,31,A1,R&D,R&D,R&D,Service,R&D
AC32,DEFENSE SHIPS (APPLIED/EXPLORATORY),R&D,R&D,R&D,A,AC,32,A2,R&D,R&D,R&D,Service,R&D
AC33,DEFENSE SHIPS (ADVANCED),R&D,R&D,R&D,A,AC,33,A3,R&D,R&D,R&D,Service,R&D
AC34,DEFENSE SHIPS (ENGINEERING),R&D,R&D,R&D,A,AC,34,A4,R&D,R&D,R&D,Service,R&D
AC35,DEFENSE SHIPS (OPERATIONAL),R&D,R&D,R&D,A,AC,35,A5,R&D,R&D,R&D,Service,R&D
AC36,DEFENSE SHIPS (MANAGEMENT/SUPPORT),PAMS,PAMS,PAMS,A,AC,36,A6,R&D,R&D,Service,Service,R&D
AC37,R&D- DEFENSE SYSTEM: SHIPS (COMMERCIALIZED),R&D,R&D,R&D,A,AC,37,A7,R&D,R&D,R&D,Service,R&D
AC41,DEFENSE TANK - AUTOMOTIVE (BASIC),R&D,R&D,R&D,A,AC,41,A1,R&D,R&D,R&D,Service,R&D
AC42,R&D- DEFENSE SYSTEM: TANK/AUTOMOTIVE (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT),R&D,R&D,R&D,A,AC,42,A2,R&D,R&D,R&D,Service,R&D
AC43,R&D- DEFENSE SYSTEM: TANK/AUTOMOTIVE (ADVANCED DEVELOPMENT),R&D,R&D,R&D,A,AC,43,A3,R&D,R&D,R&D,Service,R&D
AC44,R&D- DEFENSE SYSTEM: TANK/AUTOMOTIVE (ENGINEERING DEVELOPMENT),R&D,R&D,R&D,A,AC,44,A4,R&D,R&D,R&D,Service,R&D
AC45,R&D- DEFENSE SYSTEM: TANK/AUTOMOTIVE (OPERATIONAL SYSTEMS DEVELOPMENT),R&D,R&D,R&D,A,AC,45,A5,R&D,R&D,R&D,Service,R&D
AC46,R&D- DEFENSE SYSTEM: TANK/AUTOMOTIVE (MANAGEMENT/SUPPORT),PAMS,PAMS,PAMS,A,AC,46,A6,R&D,R&D,Service,Service,R&D
AC47,R&D- DEFENSE SYSTEM: TANK/AUTOMOTIVE (COMMERCIALIZED),R&D,R&D,R&D,A,AC,47,A7,R&D,R&D,R&D,Service,R&D
AC51,R&D- DEFENSE SYSTEM: WEAPONS (BASIC RESEARCH),R&D,R&D,R&D,A,AC,51,A1,R&D,R&D,R&D,Service,R&D
AC52,R&D- DEFENSE SYSTEM: WEAPONS (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT),R&D,R&D,R&D,A,AC,52,A2,R&D,R&D,R&D,Service,R&D
AC53,R&D- DEFENSE SYSTEM: WEAPONS (ADVANCED DEVELOPMENT),R&D,R&D,R&D,A,AC,53,A3,R&D,R&D,R&D,Service,R&D
AC54,R&D- DEFENSE SYSTEM: WEAPONS (ENGINEERING DEVELOPMENT),R&D,R&D,R&D,A,AC,54,A4,R&D,R&D,R&D,Service,R&D
AC55,R&D- DEFENSE SYSTEM: WEAPONS (OPERATIONAL SYSTEMS DEVELOPMENT),R&D,R&D,R&D,A,AC,55,A5,R&D,R&D,R&D,Service,R&D
AC56,R&D- DEFENSE SYSTEM: WEAPONS (MANAGEMENT/SUPPORT),PAMS,PAMS,PAMS,A,AC,56,A6,R&D,R&D,Service,Service,R&D
AC57,R&D- DEFENSE SYSTEM: WEAPONS (COMMERCIALIZED),R&D,R&D,R&D,A,AC,57,A7,R&D,R&D,R&D,Service,R&D
AC60,R&D-ELECTRONICS & COMM EQ,TO BE LABELED,TO BE LABELED,R&D,A,AC,60,A0,R&D,TO BE LABELED,R&D,TO BE LABELED,TO BE LABELED
AC61,R&D- DEFENSE SYSTEM: ELECTRONICS/COMMUNICATION EQUIPMENT (BASIC RESEARCH),R&D,R&D,R&D,A,AC,61,A1,R&D,R&D,R&D,Service,R&D
AC62,R&D- DEFENSE SYSTEM: ELECTRONICS/COMMUNICATION EQUIPMENT (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT),R&D,R&D,R&D,A,AC,62,A2,R&D,R&D,R&D,Service,R&D
AC63,R&D- DEFENSE SYSTEM: ELECTRONICS/COMMUNICATION EQUIPMENT (ADVANCED DEVELOPMENT),R&D,R&D,R&D,A,AC,63,A3,R&D,R&D,R&D,Service,R&D
AC64,R&D- DEFENSE SYSTEM: ELECTRONICS/COMMUNICATION EQUIPMENT (ENGINEERING DEVELOPMENT),R&D,R&D,R&D,A,AC,64,A4,R&D,R&D,R&D,Service,R&D
AC65,R&D- DEFENSE SYSTEM: ELECTRONICS/COMMUNICATION EQUIPMENT (OPERATIONAL SYSTEMS DEVELOPMENT),R&D,R&D,R&D,A,AC,65,A5,R&D,R&D,R&D,Service,R&D
AC66,R&D- DEFENSE SYSTEM: ELECTRONICS/COMMUNICATION EQUIPMENT (MANAGEMENT/SUPPORT),PAMS,PAMS,PAMS,A,AC,66,A6,R&D,R&D,Service,Service,R&D
AC67,R&D- DEFENSE SYSTEM: ELECTRONICS/COMMUNICATION EQUIPMENT (COMMERCIALIZED),R&D,R&D,R&D,A,AC,67,A7,R&D,R&D,R&D,Service,R&D
AC91,R&D- DEFENSE SYSTEM: MISCELLANEOUS HARD GOODS (BASIC RESEARCH),R&D,R&D,R&D,A,AC,91,A1,R&D,R&D,R&D,Service,R&D
AC92,R&D- DEFENSE SYSTEM: MISCELLANEOUS HARD GOODS (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT),R&D,R&D,R&D,A,AC,92,A2,R&D,R&D,R&D,Service,R&D
AC93,R&D- DEFENSE SYSTEM: MISCELLANEOUS HARD GOODS (ADVANCED DEVELOPMENT),R&D,R&D,R&D,A,AC,93,A3,R&D,R&D,R&D,Service,R&D
AC94,R&D- DEFENSE SYSTEM: MISCELLANEOUS HARD GOODS (ENGINEERING DEVELOPMENT),R&D,R&D,R&D,A,AC,94,A4,R&D,R&D,R&D,Service,R&D
AC95,R&D- DEFENSE SYSTEM: MISCELLANEOUS HARD GOODS (OPERATIONAL SYSTEMS DEVELOPMENT),R&D,R&D,R&D,A,AC,95,A5,R&D,R&D,R&D,Service,R&D
AC96,R&D- DEFENSE SYSTEM: MISCELLANEOUS HARD GOODS (MANAGEMENT/SUPPORT),PAMS,PAMS,PAMS,A,AC,96,A6,R&D,R&D,Service,Service,R&D
AC97,R&D-MISC HARD GOODS-COMERCLIZ,R&D,R&D,R&D,A,AC,97,A7,R&D,R&D,R&D,Service,R&D
AD11,AMMUNITION (BASIC),R&D,R&D,R&D,A,AD,11,A1,R&D,R&D,R&D,Service,R&D
AD12,AMMUNITION (APPLIED/EXPLORATORY),R&D,R&D,R&D,A,AD,12,A2,R&D,R&D,R&D,Service,R&D
AD13,AMMUNITION (ADVANCED),R&D,R&D,R&D,A,AD,13,A3,R&D,R&D,R&D,Service,R&D
AD14,AMMUNITION (ENGINEERING),R&D,R&D,R&D,A,AD,14,A4,R&D,R&D,R&D,Service,R&D
AD15,AMMUNITION (OPERATIONAL),R&D,R&D,R&D,A,AD,15,A5,R&D,R&D,R&D,Service,R&D
AD16,AMMUNITION (MANAGEMENT/SUPPORT),PAMS,PAMS,PAMS,A,AD,16,A6,R&D,R&D,Service,Service,R&D
AD17,R&D- DEFENSE OTHER: AMMUNITION (COMMERCIALIZED),R&D,R&D,R&D,A,AD,17,A7,R&D,R&D,R&D,Service,R&D
AD20,R&D-SVCS,TO BE LABELED,TO BE LABELED,R&D,A,AD,20,A0,R&D,TO BE LABELED,R&D,TO BE LABELED,TO BE LABELED
AD21,R&D- DEFENSE OTHER: SERVICES (BASIC RESEARCH),R&D,R&D,R&D,A,AD,21,A1,R&D,R&D,R&D,Service,R&D
AD22,R&D- DEFENSE OTHER: SERVICES (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT),R&D,R&D,R&D,A,AD,22,A2,R&D,R&D,R&D,Service,R&D
AD23,R&D- DEFENSE OTHER: SERVICES (ADVANCED DEVELOPMENT),R&D,R&D,R&D,A,AD,23,A3,R&D,R&D,R&D,Service,R&D
AD24,R&D- DEFENSE OTHER: SERVICES (ENGINEERING DEVELOPMENT),R&D,R&D,R&D,A,AD,24,A4,R&D,R&D,R&D,Service,R&D
AD25,R&D- DEFENSE OTHER: SERVICES (OPERATIONAL SYSTEMS DEVELOPMENT),R&D,R&D,R&D,A,AD,25,A5,R&D,R&D,R&D,Service,R&D
AD26,R&D- DEFENSE OTHER: SERVICES (MANAGEMENT/SUPPORT),PAMS,PAMS,PAMS,A,AD,26,A6,R&D,R&D,Service,Service,R&D
AD27,R&D- DEFENSE OTHER: SERVICES (COMMERCIALIZED),R&D,R&D,R&D,A,AD,27,A7,R&D,R&D,R&D,Service,R&D
AD30,R&D-SUBSISTENCE,TO BE LABELED,TO BE LABELED,R&D,A,AD,30,A0,R&D,TO BE LABELED,R&D,TO BE LABELED,TO BE LABELED
AD31,R&D- DEFENSE OTHER: SUBSISTENCE (BASIC RESEARCH),R&D,R&D,R&D,A,AD,31,A1,R&D,R&D,R&D,Service,R&D
AD32,R&D- DEFENSE OTHER: SUBSISTENCE (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT),R&D,R&D,R&D,A,AD,32,A2,R&D,R&D,R&D,Service,R&D
AD33,R&D- DEFENSE OTHER: SUBSISTENCE (ADVANCED DEVELOPMENT),R&D,R&D,R&D,A,AD,33,A3,R&D,R&D,R&D,Service,R&D
AD34,R&D- DEFENSE OTHER: SUBSISTENCE (ENGINEERING DEVELOPMENT),R&D,R&D,R&D,A,AD,34,A4,R&D,R&D,R&D,Service,R&D
AD35,R&D- DEFENSE OTHER: SUBSISTENCE (OPERATIONAL SYSTEMS DEVELOPMENT),R&D,R&D,R&D,A,AD,35,A5,R&D,R&D,R&D,Service,R&D
AD36,R&D- DEFENSE OTHER: SUBSISTENCE (MANAGEMENT/SUPPORT),PAMS,PAMS,PAMS,A,AD,36,A6,R&D,R&D,Service,Service,R&D
AD37,R&D- DEFENSE OTHER: SUBSISTENCE (COMMERCIALIZED),R&D,NULL,R&D,A,AD,37,A7,R&D,R&D,R&D,Service,R&D
AD40,"R&D-TEXTILES,CLOTHING,ETC",TO BE LABELED,TO BE LABELED,R&D,A,AD,40,A0,R&D,TO BE LABELED,R&D,TO BE LABELED,TO BE LABELED
AD41,R&D- DEFENSE OTHER: TEXTILES/CLOTHING/EQUIPAGE (BASIC RESEARCH),R&D,R&D,R&D,A,AD,41,A1,R&D,R&D,R&D,Service,R&D
AD42,R&D- DEFENSE OTHER: TEXTILES/CLOTHING/EQUIPAGE (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT),R&D,R&D,R&D,A,AD,42,A2,R&D,R&D,R&D,Service,R&D
AD43,R&D- DEFENSE OTHER: TEXTILES/CLOTHING/EQUIPAGE (ADVANCED DEVELOPMENT),R&D,R&D,R&D,A,AD,43,A3,R&D,R&D,R&D,Service,R&D
AD44,R&D- DEFENSE OTHER: TEXTILES/CLOTHING/EQUIPAGE (ENGINEERING DEVELOPMENT),R&D,R&D,R&D,A,AD,44,A4,R&D,R&D,R&D,Service,R&D
AD45,R&D- DEFENSE OTHER: TEXTILES/CLOTHING/EQUIPAGE (OPERATIONAL SYSTEMS DEVELOPMENT),R&D,R&D,R&D,A,AD,45,A5,R&D,R&D,R&D,Service,R&D
AD46,"R&D-TEXTILES,CLOTHING,ETC-MGMT SUP",PAMS,PAMS,PAMS,A,AD,46,A6,R&D,R&D,Service,Service,R&D
AD47,R&D- DEFENSE OTHER: TEXTILES/CLOTHING/EQUIPAGE (COMMERCIALIZED),R&D,R&D,R&D,A,AD,47,A7,R&D,R&D,R&D,Service,R&D
AD51,FUELS AND LUBRICANTS (BASIC),R&D,R&D,R&D,A,AD,51,A1,R&D,R&D,R&D,Service,R&D
AD52,R&D- DEFENSE OTHER: FUELS/LUBRICANTS (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT),R&D,R&D,R&D,A,AD,52,A2,R&D,R&D,R&D,Service,R&D
AD53,FUELS AND LUBRICANTS (ADVANCED),R&D,R&D,R&D,A,AD,53,A3,R&D,R&D,R&D,Service,R&D
AD54,FUELS AND LUBRICANTS (ENGINEERING),R&D,R&D,R&D,A,AD,54,A4,R&D,R&D,R&D,Service,R&D
AD55,FUELS AND LUBRICANTS (OPERATIONAL),R&D,R&D,R&D,A,AD,55,A5,R&D,R&D,R&D,Service,R&D
AD56,R&D- DEFENSE OTHER: FUELS/LUBRICANTS (MANAGEMENT/SUPPORT),PAMS,PAMS,PAMS,A,AD,56,A6,R&D,R&D,Service,Service,R&D
AD57,R&D- DEFENSE OTHER: FUELS/LUBRICANTS (COMMERCIALIZED),R&D,R&D,R&D,A,AD,57,A7,R&D,R&D,R&D,Service,R&D
AD61,CONSTRUCTION (BASIC),R&D,R&D,R&D,A,AD,61,A1,R&D,R&D,R&D,Service,R&D
AD62,CONSTRUCTION (APPLIED/EXPLORATORY),R&D,R&D,R&D,A,AD,62,A2,R&D,R&D,R&D,Service,R&D
AD63,CONSTRUCTION (ADVANCED),R&D,R&D,R&D,A,AD,63,A3,R&D,R&D,R&D,Service,R&D
AD64,CONSTRUCTION (ENGINEERING),R&D,R&D,R&D,A,AD,64,A4,R&D,R&D,R&D,Service,R&D
