systemequipmentcode,CSIScontractID
156,18923422
3ABK,1199925
197,18678682
125,9936755
ZSE,3557837
601,9182019
ZOP,9924097
156,24579330
294,24502779
125,9940562
5ZOP,9272441
1CMC,495458
2AFX,4077141
ZHK,9336158
3AFA,9914602
168,9935821
3BSR,4083231
180,3049700
3AAK,9904137
5ZOP,9301701
265,9884568
ZOP,9292703
2AHP,18891098
2GSG,2979597
3ACD,9894220
185,10082099
2BTF,18953428
1AIC,500642
178,25892356
3BSN,9905242
369,25665230
1AIA,9190290
ZHR,24821776
1BTP,9212156
3BSP,18894861
134,18922814
3BJG,18886032
2ZDE,19186616
1CAA,620306
228,10090144
2APC,20457201
5ZSE,9285289
CAA,2340720
2AHD,18884778
1AHC,493167
298,5254709
2SBI,19239101
125,1359723
180,3057775
2APC,9903268
200,9883975
3ACA,1157731
ZOP,10121131
2AHP,4066452
ZOP,19248604
278,9211154
2APC,18909977
3ACA,4073027
1AHK,498850
2AHP,20457618
ZOP,19415671
178,17953193
2ZBC,19426718
1AIC,9180771
3AFH,1199252
3AFH,9937503
3AEC,1187820
2GAU,18768066
ZOP,24685211
3ARE,9940388
1AIA,9205504
2SDR,2973284
746,7965897
1CNP,495639
3ACD,20457330
166,10118047
M16,24711117
CAA,10094900
601,24544560
1DAM,9202802
3AFF,9904445
2CPL,2960585
N30,24998310
180,16671455
ZOP,24882723
575,2934033
2SFM,NULL
128,7944228
ZOP,8214028
180,3050115
3BSN,9902952
ZBC,9287411
3BSG,9906258
ZHK,14345916
2AFX,18951465
ZDE,9323626
178,16267429
1DJN,9171079
ZDE,9921827
1ZDE,9269941
ZOP,24896832
181,1373044
2AVG,18893925
3BSR,1188725
5ZSE,558505
2SJW,3434820
1AIC,9181767
124,1382847
178,17815987
156,24581139
1AIC,9134634
ZHK,24863725
M16,26367080
3AFF,9836081
ZOP,18067954
575,9187020
3GAJ,9847555
ZOP,24609645
378,18787092
ZOP,19453298
2CLB,2965738
1AIC,9211631
198,18658729
CAA,2340322
134,22780561
ZOP,9284442
2AAE,3240816
115,9208929
2AFX,18956105
2APC,18952138
174,7989551
2BSH,20393063
1AIC,481850
125,10075561
198,18893513
2AFU,4062278
2AAE,3242439
168,10080475
3ACR,1191909
181,10061248
ZBC,10124206
1CAA,9422530
1CNE,498106
3ACS,9844333
200,25153907
124,1361476
548,9887950
1DBV,487318
2APC,9930902
2CNJ,15481688
3ACD,4085769
1CMC,496689
157,9187101
125,10057997
3BSJ,20248741
198,18983022
3ACA,9912152
2BTF,9901641
2AHP,9204425
1DJN,9182314
1AHK,460622
M73,10104391
1GIL,9197707
106,7933915
1DJN,482815
ZDE,26328144
156,9210466
3ATB,9910779
2BSH,9902124
220,1159679
2AFX,18884976
168,1359413
ZOP,24821269
2CNZ,18688484
1AIA,498677
1FVA,9122170
3AFH,9933590
2ASF,4084293
ZOP,18804174
2ZOP,19254839
2AED,3045833
2GHB,16667864
571,10084667
2AFX,18955690
174,7989136
3BSN,9901538
1AIC,492985
ZSE,24778126
3BSD,9887275
3ACR,20242691
126,18917276
2CNU,18664204
2SID,3367556
2AHP,18950328
3GBN,1160652
3ZOP,9925702
CAA,8039891
2AFU,18954060
1AHC,9122247
1AIH,9209425
2ZOP,19141752
ZOP,18801549
1EDA,9186144
174,24565620
201,10083057
1GVE,9126611
515,2932558
1CAA,620907
282,7982851
401,1391771
ZSE,14395296
156,9206885
ZOP,15482530
125,1384841
1AHK,18954471
3BSR,9913697
124,10086368
5ZOP,9284967
3ZDE,9917702
125,9933715
3ABC,1189999
ZOP,24689330
156,26365961
ZOP,19421519
ZOP,24684398
ZDE,24684773
2SJW,18987674
3ACR,1200047
575,7962045
341,18923300
3ATA,4085484
1AHA,4042865
2AFU,18900266
3ACA,4083309
3AEC,18955943
220,10081977
ZDE,10121486
2HDK,2979699
ZDE,10008817
ZOP,19418084
125,10082405
1DCP,9175655
782,26209090
3ACA,4070614
5ZOP,9324406
2AHV,18948045
3BSR,9914324
ZOP,10120530
1AHA,461359
2AFX,3241929
ZOP,19254452
ZOP,10122545
1AIA,493642
210,1443080
3BSR,9885250
2ZDE,19186802
3ABC,4063008
CAA,8040518
1AIC,9183765
180,18801002
278,24578335
1ZOP,9291838
ZSE,9285252
2AED,4034129
549,18663752
2SJF,3434961
125,9936523
ZOP,9272391
181,10050239
2AEB,20252389
3ATB,4085660
1ZOP,9303199
3ACD,1159358
2ZDE,19104727
ZOP,9311389
1HYH,9168521
2ASF,18948103
548,10086215
555,10098425
CAA,9421196
156,24579516
116,22781783
ZDE,19251581
2ZBC,19427116
1DJM,486123
1AIA,20234504
231,3583247
2BJM,3238498
M73,17547972
2BJM,18885581
299,7972069
156,24577853
ZHK,24867575
1CNE,495481
1DAI,9183282
2ZBC,19164214
M17,17615494
N21,9932954
166,1431283
1DAM,498511
2SID,3434649
2AVG,4079243
174,24572072
1AHC,17975477
3BSJ,1189861
3AFH,1187078
2AHJ,18888140
3AFH,1201293
3ACA,4072214
116,22780575
101,25575472
1AIC,498833
1AHM,9136910
210,2964771
5ZSE,9285103
ZDE,10126166
258,2985710
282,7985659
2ZDE,19426395
ZDE,9272766
2AFU,18905716
234,3043517
3AEC,9846930
2AFX,18953878
ZOP,9373032
2GHG,18889149
766,18662413
ZOP,17703083
276,19388305
1CNE,494485
3AFH,9938897
1AIA,483340
ZOP,24887343
1CNE,9197379
2AAC,19297794
3BSP,9888444
337,18753208
ZOP,10119322
201,10068945
233,24500741
N17,10109144
3AFH,1199066
3ATA,9940467
265,9884588
ZOP,9265879
2AFX,18953881
ZOP,24779543
3BSN,9904638
374,18785823
156,26365964
2CNJ,18692472
126,10082405
ZDE,9272560
1AIA,9204694
2AFX,3265842
1ZOP,9336598
CAA,9421614
554,18698853
148,9203795
CAA,621222
3AFH,4077465
278,24568096
ZBC,19187022
3BSR,9889289
ZOP,10119531
ZDE,19168753
M16,24710699
3ACA,1199978
2AFX,18887412
1AHK,482597
ZOP,10120736
515,17643811
CAA,24604659
103,25660763
ZDE,10358497
549,18894102
124,1386073
125,9939769
220,18785727
ZOP,24883327
ZBC,10125643
128,24537899
1ZDE,9285112
3ZDE,9919511
1AHC,465427
116,20440360
1DBV,9180766
3AHL,20235594
1GBW,465184
103,5272357
2APC,3342430
ZOP,9291518
168,1386340
352,9437989
360,18169978
ZBC,9269827
ZRS,25145233
746,9202608
ZDE,9922245
516,18684271
1CNR,495506
ZOP,9301651
2AHP,18953949
2SDN,18688222
5ZOP,9371207
3ACR,1191285
198,18984230
1AHC,9122433
2AHP,4066472
3AFF,1200117
5ZOP,9332481
3BSJ,9911404
601,7963330
3BSP,9887030
524,1387249
ZBC,8050637
3BSR,4085667
M16,17802096
ZDE,19241717
2AFX,18893446
178,2966764
ZHK,9971860
3GCD,NULL
M16,24711512
2AHD,9207823
115,24570720
549,3244775
N19,10115355
ZOP,17923967
1AHK,9208843
3ATA,20211501
1AHM,9134600
116,22781780
3BSR,9912701
125,9936337
1CMZ,9199953
ZOP,10125711
ZHK,8439844
CAA,24604267
401,1391585
1AIH,9205346
134,22194116
549,18660128
2SCY,18776708
1ZBC,9946972
3AFF,1188358
530,3246012
ZOP,9311369
549,4082045
1AHA,502209
1CAA,620701
2AHV,18895456
1AIC,9211425
ZOP,24685208
3ACA,4084305
180,18715160
1AHK,9213065
124,10051154
204,1391312
134,26208067
300,1153319
ZOP,24740817
157,24537568
220,10078565
125,5272701
299,9171471
ZOP,24723814
1EDK,488090
240,18660685
102,1387795
1AIC,9205637
1AHC,460598
575,7945915
ZHK,8440843
ZSE,24684790
125,1382425
571,1400711
2SDR,2976115
ZDE,9922451
280,493468
1AIA,20237627
525,9861875
220,26378957
3ZBC,9925321
1AIC,9184389
3ACA,9843874
ZOP,9276387
2AHP,18950325
158,24580297
549,18917514
3BSG,9902554
1DJN,488660
ZDE,9920831
174,24579251
554,25857099
1DAM,9202799
3ACR,4071991
ZOP,24779941
601,9140814
1AIC,499019
1AIC,9209590
4CAA,9421392
2GAU,18755557
156,24578643
3ZOP,9919004
124,25661776
3BSJ,1193963
125,10071731
ZOP,10126730
1DJN,9172679
2AFX,18887804
ZOP,9373218
237,25778264
1AIC,493171
1ZBC,9269753
1AHC,9213021
3AFF,9847259
CAA,2340116
2SED,18856039
115,22783253
3AAK,9900247
ZOP,26433488
3ZOP,9917776
1AIA,9136997
1CAA,9422736
212,18662101
2ZDE,19187612
124,22138083
M16,8221975
2ZBC,19254825
1DAF,9171978
ZOP,10122339
3ACR,9895178
ZOP,8477385
3AFH,9939710
191,9209947
ZOP,15470021
198,18983231
174,7990135
1AIA,496679
ZOP,10123338
4CAA,621123
401,1383696
300,1153551
128,7952300
2DBL,4197004
3AFH,9934798
ZDE,9324857
125,10075538
126,3252130
1AIC,9213443
1AIA,9203881
102,10067815
115,7986971
ZOP,19195849
234,3043703
299,24560647
258,19353109
174,24566201
156,26426605
1AIA,9140243
3AFC,9846855
ZDE,24882683
3AFF,1159204
115,24579001
2BTF,18885333
101,18661479
3ZDE,9924838
766,18658769
103,25660972
1ZBC,9279471
3ACA,9913357
115,22783273
3ACD,1160649
2AFU,18955454
124,25660382
549,18893916
1GVE,9126608
2ZBC,19103845
2EBE,2965805
ZOP,10127543
157,7953238
ZOP,10119717
3ZOP,9925307
1AIA,9205713
3ACA,9843871
2AAE,3241211
2APC,4062082
3BSR,9886063
181,10062058
292,24504849
346,15479381
2BJM,18955296
3GYA,9883240
2ASF,3241607
206,18900391
299,24555798
516,3478521
1AHM,9183731
1DCE,NULL
3ZDE,9924652
1BTP,500107
ZBC,10125457
CAA,18401745
M12,3583455
174,24571677
CAA,2349273
3AEC,4042913
N21,9932768
2ZBC,19255011
201,1404239
549,18917517
1CAA,621720
1AHA,9135099
1AIA,463592
156,24580744
3AFF,1188939
5ZOP,9291817
233,24500761
1CNA,496214
2SBI,3464908
2BJM,18885372
M16,24962572
3ACD,20249808
157,25555104
2ZDE,19104724
3AFF,4036747
ZOP,9923702
3CAA,1178578
2AHV,18899910
5ZDE,9319824
3AFH,1199879
3AFH,9937294
ZBC,9922323
2CNJ,2966291
200,1404713
3AFF,20235522
ZBC,25055364
3AFH,20439766
1ZOP,9332957
103,10045562
1GDM,9141826
2ATM,19412107
125,25461406
ZOP,24743416
1CMC,494067
ZOP,9372823
4CAA,621126
1GAM,NULL
136,7978295
2BTK,18885501
1ARA,477176
125,1392521
2AHD,18888004
1AIA,9213101
2SKP,NULL
ZDE,19254618
3ACA,4072217
555,1423958
125,25152848
N21,10072991
554,8483611
102,10067818
1ZOP,9273481
103,9898412
101,18789611
2SBB,3240337
2AVG,19082698
212,18662104
5ZDE,9323256
N02,19243558
116,18922725
1DBN,NULL
5ZOP,9273045
3CMU,1198806
200,8652840
157,7967367
2ZOP,19247159
124,22138080
106,5289450
2AAC,19297797
166,1148155
2GPI,NULL
101,3426280
2BTF,18885336
220,9835537
3AFF,4079117
1AIA,17954827
2BTF,18885728
3ZOP,9921872
3ACD,1189139
130,24526073
ZOP,24885740
125,9887993
M85,11110017
5ZOP,9947164
3BSR,4083045
M14,24088806
1GBX,9134880
2AFX,3265839
278,9205973
CAA,24604662
1AIA,9196556
782,1359970
1AIA,9184654
3GAJ,9847552
ZOP,10120925
1ZDE,15486632
3ABH,9904593
2AEB,18957865
1AIA,4067030
3BSH,20250315
1DBV,487321
201,26209887
2ZBC,19187128
ZSE,26318217
M85,18060990
178,3589104
1AIC,9213649
3ZOP,9918171
3ACR,4070786
2AFX,3238099
2HDK,4085679
5ZOP,9265989
198,18983417
1AIA,20234524
3AFF,20248632
3ABH,9837228
1GIL,9197289
1AIC,9171216
CAA,18406574
101,3456748
3AFF,20461003
158,7985854
ZOP,24741003
1AIC,9212630
5ZOP,9308485
125,10071917
106,7934124
299,7972049
1ZOP,9270736
1ZOP,9281556
352,9437992
549,18917328
2AEB,4181102
ZOP,24893815
530,18884897
1ZOP,9290839
174,26302327
ZOP,10126916
2ASF,9845854
1AHC,492981
1AIA,9135102
282,24569013
2AFX,18948033
755,25661024
124,9883898
125,9836967
125,10075352
161,25258316
124,25663190
2ZOP,19255234
128,7973279
2AHE,18953553
2AFU,18951438
1GCH,9141836
212,25855458
210,2963168
3ACS,1160480
5ZDE,9273312
125,10074144
2BTD,18884865
3AFH,4083313
ZDE,9920018
3BSR,1188539
3AFF,9839370
369,10109256
1CAA,620512
1DAM,486503
3GYA,9886675
N02,19243747
1AIA,18897109
161,3479680
1AIA,500695
3BSR,1188931
ZOP,10123152
1DAF,484630
548,5291407
161,3480072
ZOP,19159639
3ACR,9884481
1AHK,501867
1GIN,9430253
220,18787141
1AHA,502212
2AHW,18952349
2AHV,3236909
3AFH,9934612
3DEA,NULL
401,1383510
1AHA,9203875
2AFX,9903219
2AVG,18954566
3AFH,4062128
1ZDE,9273248
1DJN,9186960
782,10062515
116,18924415
3BSR,9911554
5ZSE,9324263
M16,24710127
370,24613071
3AFH,9938801
3ACA,4084517
CAA,16934746
1AIA,9203884
575,9187072
ZDE,19426443
125,10076104
1ZBC,9328203
CAA,8040849
284,24950442
220,1416411
ZSE,16947142
CAA,25184923
2AHJ,4043343
ZOP,9272446
549,25855300
178,2966982
294,24506426
551,18699865
M16,16964898
4CAA,9421903
103,10061719
CAA,18176512
1AHK,9205255
3AFF,18955944
3ACD,9846420
AIC,499416
3ACA,9839171
1AIC,493174
271,17604291
191,3456939
200,1186907
4CAA,17684071
292,24504855
2APC,18954554
1ZOP,9303440
125,9936671
1AIA,487402
341,9204312
571,10080451
1DAM,14380238
ZOP,10123181
362,2963772
2ASF,18949430
134,5285578
125,10071252
2SCY,16602666
2AVG,18887714
2BSH,18951903
5ZOP,539416
134,5288618
3CNQ,9823288
1ZOP,9301628
1CAA,9420959
1AIG,9205374
CAA,620972
1DCP,486185
CAA,18401873
2AEB,18949938
3ACD,9845607
3BSR,9894989
ZOP,24751314
2ZDE,19110536
ZOP,24674566
1DNH,4195090
1CAA,620942
3AFF,20456662
548,1360310
3AAK,20245548
294,24505613
1GBW,9134391
3ACA,1189012
125,25461412
2AHC,18665399
2AHP,18897402
299,7961587
M16,24710940
CAA,16602315
3AFF,1189842
168,10045814
2BTK,18886044
103,5290323
548,1392690
181,10058921
ZOP,9327946
ZBC,19187080
156,24579844
2AFU,18951441
2ZOP,19090208
2ZBC,19104150
265,9884591
ZBC,9921803
1AIA,496476
125,10057727
3GAE,9845311
102,1387885
3BSG,1189399
ZOP,19251467
575,7943325
125,9937086
3ACD,20464017
1CNT,496043
1AHK,501591
276,3426161
1AIA,9210502
161,3479317
124,10068554
3BSR,1193904
1DJN,486645
125,1382759
M16,24503710
156,24579031
1DBV,9185290
M16,8498265
2AFU,20248570
125,10074063
220,25662899
125,10051464
575,7961287
158,9190427
130,7932402
2BTF,18885667
106,16673819
3AAK,9819137
548,26208823
1DJN,483419
2BJB,18891335
CAA,2349003
549,20246817
2AHV,3241195
2AEB,18888713
2ZBC,19426817
1AHK,9204442
2AVG,20218571
103,10062532
2AFX,18953884
128,7978044
1AIA,465218
125,9938085
ZDE,19184331
167,3580629
N02,19243628
ZOP,9291759
CAA,2340450
1GRU,9124952
2APC,3241606
3AFF,9847953
2SID,2962565
401,1383536
3AFH,9939800
301,26367459
2AAE,18886540
3ACD,20249021
157,7944283
233,9140453
158,9206348
N21,25662138
ZOP,9284683
2AFX,4083825
3CNQ,1178977
ZOP,24749319
3ACR,9883299
571,1400554
ZOP,9373250
198,18662771
ZOP,10122766
115,24578613
198,18916951
CAA,9421739
3ABH,9847689
2AFX,3241351
2BSH,4085468
125,25152871
CAA,2340865
274,10098740
2ZBC,19427232
ZSE,9319929
ZOP,9918699
ZOP,7996797
1DAH,20481593
1AIA,9212314
ZOP,9292758
2APC,20237050
548,25153560
554,1403320
125,10049652
ZHK,8439510
174,24581490
326,17658301
ZOP,8476813
125,1359868
3ACS,9846354
125,25654656
156,7987021
2SBP,19267591
ZSE,9270463
1EBW,488358
3ACR,4071811
1ZOP,9281193
1AHK,9210353
554,18698603
3ZDE,9917911
515,18627597
2AFX,9888469
ZDE,19187557
1DJM,483318
198,18983443
3BSN,1187384
362,18402062
3ACS,20218633
174,24571709
2AVG,18954807
278,24569359
3ACD,4033120
549,3242820
ZOP,15483166
2AFU,18886575
3ACR,9939277
201,1382534
2AHP,18947973
102,10067905
N02,18820695
3AFN,4181535
276,19387733
3BSR,9885729
2AFU,18957707
3ACR,4073205
CAA,24604807
ZOP,8489445
ZOP,10125743
276,3576374
1CNE,9197466
333,18802236
156,24581258
1ZDE,9323925
1HYP,487347
167,18917282
3GDH,1198690
1DJN,9186774
ZSE,9324778
3CMU,1198809
1AHC,9122758
174,7987774
ZOP,10122185
M73,10104690
1ZDE,9321300
380,18698806
2SJF,18987770
1AHK,489646
3ACD,4083754
516,2964692
1HYU,483701
2AFX,4077376
ZOP,9301706
1CMC,9200313
M15,10115060
1DBV,481749
1DLD,9173631
240,18658162
ZOP,9324720
2SDI,16623514
1DCP,9172620
ZOP,15466080
1AIA,9196977
2AMD,3239535
3ABC,20244959
2AAC,19297620
3BSJ,1188299
1CNT,495230
157,24533253
161,3479314
ZOP,24717540
2AEB,20242401
ZDE,10126410
2AHV,18952749
2AFU,20457320
2APC,18953140
ZHK,17009174
234,14429442
2AAC,4032185
548,5291828
178,17908751
1DJN,482838
201,1358415
168,26344540
3ATB,9910898
ZOP,18015317
3ACR,18891130
2SID,18987111
2AEB,18952351
2AFU,3239887
3AFC,4241167
ZHK,2346932
5ZSE,9285408
3ZOP,9925153
3ZDE,9922242
ZBC,10008747
369,10101904
3AFF,1201017
2AFX,4063788
ZOP,19168745
1CNE,9200091
1AHC,9207043
337,18751521
1CMC,495484
234,3043706
156,22780684
115,24578218
354,10097819
ZOP,24779575
ZOP,26431107
ZHK,1226325
149,19265796
ZBC,10125515
ZOP,10119958
1BTP,9212179
2ZBC,19106563
1AIA,20457389
3BSR,18951164
200,1405587
3ACS,9847353
1DAM,9178415
1AIA,9196559
2AFU,18886578
ZOP,8395797
2SIK,19267329
3GNP,9863313
ZBC,15465955
ZOP,19422570
3ADG,9885471
161,3479732
ZBC,19412438
124,22783546
292,24504852
ZHK,10030730
ZOP,9270219
101,19220314
234,16738711
1DAF,483512
2AAE,18893802
360,18169891
2AEB,20457231
106,5289955
174,26302362
300,9830444
2CNJ,18692498
3ACA,20227248
524,5272885
ZOP,8344811
1ZDE,9273251
ZOP,3069237
101,3456838
1HYJ,9370718
369,10104712
3BSJ,9904014
ZOP,24887398
2AVG,18906672
125,9940710
203,1431489
156,18923541
2APC,3241420
3GYA,9886678
346,24530062
3ABH,1187583
M15,9813535
3AFF,4077607
ZBC,19426779
549,18802584
2BTF,9889552
2AFX,18955713
ZOP,24868729
ZOP,10123579
1CAA,547543
3BSJ,9888677
ZHK,4341111
158,24578710
1AIA,483363
CAA,18406327
3ZOP,9922926
156,18926976
148,7931866
233,24500764
524,1387063
3GBN,1160081
3BSG,9901410
1ZOP,18691877
ZOP,10008786
ZBC,15481126
3BSN,4085531
1AHC,499947
549,5287527
1AIA,9181036
ZHK,23910578
2AVG,18954993
CAA,7935634
3ABH,9906103
3ABH,9913763
125,26176441
3BSN,9904699
2ASF,4037502
369,10106335
101,7961462
ZDE,10124535
158,26144294
272,9199234
1AIC,9213237
CAA,24604392
3ZOP,9923945
124,10045849
1AHK,500177
2SCY,16602663
352,9437902
1CAA,621755
2AFX,18951471
106,7932591
3AEC,20242809
769,7964725
2SDA,NULL
3AFF,4085055
3GQN,9931068
2SEP,18858285
N21,10072994
3AEC,18954468
125,10069028
1CAA,620547
2GAV,2972859
265,9884594
3ACD,9903775
285,8795792
2ZBC,19104147
316,10068020
ZOP,9923339
2AAC,3238696
3BSR,4086123
125,25662671
ZDE,19167185
2AHV,3238175
ZOP,9921112
1AHA,500499
1ZDE,10356961
N21,19568853
1AIA,482948
3AFF,1157877
125,10071255
1AHK,481697
101,19222541
220,18786447
106,8062117
321,18712022
1AHK,500781
180,3055574
1CAA,9421958
178,18107368
185,10097857
125,10062991
2AHV,18955557
2AHJ,4181362
746,9202727
3ACD,1200111
CAA,2340470
548,5290225
1CAA,9422559
3AFH,9902611
5ZOP,9330193
1DBV,485808
746,7961041
234,3043520
2AFX,18953904
CAA,8040039
1CNE,493951
125,1359848
ZOP,1241401
178,25224827
746,25461058
515,2933043
2AHV,18895540
ZDE,10121936
2AAC,3432298
4CAA,9421508
302,9934986
271,17728782
ZDE,19187368
3ABH,4062401
191,2961337
516,18878919
766,18780086
274,10098743
ZHK,9317991
178,2966587
2AED,20204848
365,18783206
220,25662896
2BSH,9889276
1CAA,9421354
ZOP,17781695
ZOP,9298457
M15,9813532
3ZOP,9917805
ZOP,8800940
3ZOP,9918412
3GBN,9834943
125,9938088
1DIF,9176279
1DJN,9182320
4CAA,621431
ZOP,10122786
2SDN,2962362
ZOP,10121166
3ABC,9887353
220,1399680
ZOP,10122394
156,18926973
1CAA,9422167
N02,19243648
1AIC,498836
2SBE,3113332
ZDE,9327093
ZOP,8316550
206,15462143
3AEC,9904473
3AFH,9936156
3BSP,9903158
125,10075686
2AAE,3237831
3ACR,9883296
156,7987024
2AHJ,18948633
152,9209667
156,9210582
ZOP,24685263
CAA,18401893
2APC,18893332
1AIA,9205301
157,7962763
1AHK,9206065
276,18973459
3AFH,9939196
1CAA,620962
180,2963446
ZOP,24749528
401,10069487
516,18684155
CAA,24604183
ZOP,24887395
1ZOP,18691857
ZBC,24674633
2ZOP,19141758
ZBC,8440355
2GQD,2935276
1ZOP,9291661
3ACR,1190103
126,18663537
N02,18820692
ZDE,8263171
1AIC,499042
158,24580605
M16,8221798
125,5290994
156,26302027
ZBC,19128852
125,1384989
124,1359583
5ZOP,9310817
2AHJ,18888198
1DIR,9173742
ZOP,10123393
1DBV,483767
220,10046407
200,19387369
115,22783343
ZOP,9292154
1AIA,493064
3ACR,9939280
156,22254402
3AFF,20158174
ZSE,24741090
103,10050292
3ACA,9839174
2AHC,18886489
2AFX,18951677
282,18114623
168,1373368
3ACA,1200376
2ACD,4031704
4CAA,621637
3AFF,4085473
575,24533735
ZOP,24896867
M16,24710130
1CPB,NULL
1AIA,9209483
ZSE,24776593
1GNL,9125634
369,10112183
167,18909021
582,2965986
3BSR,1189204
128,7977048
125,9937066
220,1358621
2ZDE,19187702
M16,9202102
CAA,8040852
CAA,9421344
1AIA,9203904
1AIA,9124637
157,7969902
198,18662791
517,10131377
128,24557902
1AIA,9189901
ZOP,15472675
103,26376386
ZOP,10127552
1DAJ,9140984
3ACD,4179609
3BSS,9906283
2GSK,2962704
N21,25662141
161,18683965
2AFU,3241719
158,24531053
5ZOP,9298205
128,24530268
212,18661796
3CMU,9934959
1AHC,9212954
125,1381159
ZOP,10119540
106,7932800
1AIA,482762
130,7933003
2BSH,18885620
1AHC,9211746
3ACR,1189081
3GAE,9845308
3BSR,9876632
333,18800636
128,24536717
ZHK,9971712
2GCZ,NULL
234,3403170
ZHK,1225326
3ACD,9928040
278,24814299
3AFB,NULL
3BSJ,9911880
3BJL,20155289
2CMN,2965736
115,24568185
ZOP,10125949
601,7963217
2ZDE,19186683
102,1387882
2ZBC,19051664
ZOP,24778161
191,9207414
168,10045817
1DIS,9178635
2AHV,18886652
124,5290520
2AFU,18951444
ZOP,24751546
2AFX,3240332
1CAA,620753
125,10070857
2AED,18948681
1DAM,9178418
2AEB,3241215
2SEJ,3565004
178,2966773
3BSN,9889153
2AHD,3240192
ZOP,24889416
178,17613555
3ZOP,9919826
1AIC,9183582
2SEE,2962578
2AHV,3240196
2ZOP,19256651
601,7962822
3BTK,9888615
782,1360182
3AAK,1191912
220,20165711
354,10097816
3BSR,9911740
168,26379107
M16,8221984
1AIC,496423
568,26297032
156,24571563
ZOP,25570608
1ZDE,9946846
CAA,620763
549,2960880
1BTP,9212159
157,24536293
CAA,17000611
1AHK,9205859
ZBC,10122644
3GYA,9886698
3BSR,9934385
294,24502782
126,1392746
2BTD,18898704
ZOP,26316231
2SDR,4221079
3AFC,4037638
220,1264080
ZDE,9922692
401,25152876
3AFH,9939010
ZHK,8440303
2AFX,3241932
3AEC,20457596
201,10083722
1AIC,500250
530,18909102
ZOP,10126971
CAA,2340656
148,9203705
1DBV,9180461
ZHK,15502548
1DCP,9140652
116,18935198
ZBC,19100405
ZBC,9279420
106,24524578
2AFU,9901678
1AIC,18953458
157,24537106
374,3051859
125,25461432
ZHK,9318197
ZOP,24882549
5ZSE,9324867
3ACD,20241364
1AIC,501063
1GIL,496040
ZHK,8251799
1DPI,9173246
2SID,3434652
2BSH,4084240
2AHD,3236365
3BSR,9894803
1AHC,9212951
125,9936880
324,18783708
125,10069025
3AFH,4043257
2GHB,3265769
3ACS,9844336
103,25153552
1EDK,9185398
3ACR,4072392
289,18656918
2AVG,18664205
2ZOP,19256654
2AHP,18905686
2AVG,18955202
349,9814177
2ZDE,19052122
ZOP,9270010
282,24568534
ZOP,8443019
1ZOP,9291867
ZOP,24896678
3AFH,9935701
3ACD,1187124
125,1384986
788,1148188
ZOP,19250677
5ZOP,9324740
M98,14415883
3GBN,9839191
549,18660134
3AEC,9930633
198,18983440
2ATI,19412127
200,1404797
1AIA,483343
2SEP,18858076
125,10070860
257,16604595
3ZDE,9924864
3AEC,1188967
CAA,2348794
549,26391257
1CNE,493948
ZBC,19099824
1AIA,9204906
148,8056646
ZOP,18802603
156,24578367
174,24571918
1AIC,501644
125,25662668
ZDE,19061466
3ATB,9912312
2SBP,19267445
5ZOP,9301640
2AFX,3240538
198,19239890
212,19407671
ZDE,24740806
198,18658732
CAA,8041038
3AFC,9930603
3BTD,9904001
549,18894128
571,1407401
CAA,18176492
302,9934989
3ZOP,9925548
M16,24711335
5ZBC,571400
580,9197922
234,16937497
1CNE,9197446
5ZOP,9311441
2BSH,4181901
2AHV,18953954
N02,19243442
2SJW,18987317
191,18897207
1ZDE,9303215
3ACA,9942749
ZHK,7895478
115,24569582
3GAU,1158101
ZOP,9921736
101,8263030
M16,24710754
CAA,9421530
3BSG,1188194
3AFA,4079586
201,10086135
1DJN,482818
3GYY,1198360
254,7985873
1DBV,487408
2AHV,18900575
2AHB,18898919
158,24578315
191,18662194
191,9207600
601,24529402
198,19433678
530,18658563
ZBC,9328219
102,1392522
ZOP,9273382
782,22788454
3AFH,9939591
401,1383722
ZOP,10122580
ZOP,9324534
4CAA,621242
2AHE,3239644
221,2997004
3AFF,1199812
3ABC,4031869
2AFU,9211847
252,9885165
ZSE,3559344
1AHK,9134478
1CMN,493941
2AFX,4065806
2AID,2960471
161,3480127
3AHL,18951035
380,3153403
3ACD,4181003
1GHS,NULL
2AFU,18900498
2AAE,3242474
ZOP,9336499
125,5290599
369,25665349
1AHA,9135215
ZOP,10120353
2ZBC,19427026
276,18973456
5ZSE,9324240
3ZOP,19255090
191,18661401
2AHV,3239177
2ASF,3241540
1AIC,9180356
ZBC,9274989
M16,24710150
ZOP,9943256
299,9171474
1AIA,20234613
1DJN,9172705
125,10076081
1CAA,9421749
ZOP,10125952
3AFH,9938778
1AIA,11138046
125,10071859
1DAF,9180764
3AFF,9817963
3ZOP,9917410
240,18658786
178,2967005
3ACA,9843877
3ZOP,9920035
5ZOP,9292752
299,9175865
549,18663755
2AFX,18893449
1DJM,482299
2AAC,19087018
2AVG,18954598
206,25465286
2AAE,3237436
2AHJ,18952068
198,18983420
M16,14503604
1AIC,9134866
516,18684175
3AFH,4062009
3ABH,1199548
1DLG,14388940
2ZDE,19256793
ZDE,9922486
M88,24951505
282,18940200
2BJM,18885520
516,19265748
575,7943348
3BSG,18891425
219,18754566
2SIL,3437222
115,9206855
239,19213966
601,7966443
CAA,2349209
2GAU,18757839
1AIA,496682
1DCP,491950
2AFX,20245846
