CSISofficeName	CSISofficeName.PBL
NAVOPSPTCEN WICHITA	NAVOPSPTCEN WICHITA
NAVOPSPTCEN WILMINGTON DE	NAVOPSPTCEN WILMINGTON DE
NAVOPSPTCEN WILMINGTON NC	NAVOPSPTCEN WILMINGTON NC
NAVSEA HQ	NAVSEA HQ
NAVSEA WASHINGTON DC	NAVSEA WASHINGTON DC
NAVSEALOGCENKYPTDIVNUWC	NAVSEALOGCENKYPTDIVNUWC
NAVSUP FLC  SIGONELLA BAHRAIN OFC	NAVSUP FLC  SIGONELLA BAHRAIN OFC
NAVSUP FLC SD ISSOP CODE 600	NAVSUP FLC SD ISSOP CODE 600
NAVSUP FLC SIGONELLA NAPLES OFFICE	NAVSUP FLC SIGONELLA NAPLES OFFICE
NAVSUP FLC YOKOSUKA SASEBO OFFICE	NAVSUP FLC YOKOSUKA SASEBO OFFICE
NAVSUP FLT LOG CTR  LONDON	NAVSUP FLT LOG CTR  LONDON
NAVSUP FLT LOG CTR  OKINAWA	NAVSUP FLT LOG CTR  OKINAWA
NAVSUP FLT LOG CTR  SAN DIEGO	NAVSUP FLT LOG CTR  SAN DIEGO
NAVSUP FLT LOG CTR  YOKOSUKA	NAVSUP FLT LOG CTR  YOKOSUKA
NAVSUP FLT LOG CTR HONG KONG	NAVSUP FLT LOG CTR HONG KONG
NAVSUP FLT LOG CTR JACKSONVILLE	NAVSUP FLT LOG CTR JACKSONVILLE
NAVSUP FLT LOG CTR NORFOLK	NAVSUP FLT LOG CTR NORFOLK
NAVSUP FLT LOG CTR PEARL HARBOR	NAVSUP FLT LOG CTR PEARL HARBOR
NAVSUP FLT LOG CTR PHILADELPHIA	NAVSUP FLT LOG CTR PHILADELPHIA
NAVSUP FLT LOG CTR PUGET SOUND	NAVSUP FLT LOG CTR PUGET SOUND
NAVSUP FLT LOG CTR SEAL BEACH	NAVSUP FLT LOG CTR SEAL BEACH
NAVSUP FLT LOG CTR SINGAPORE OFFICE	NAVSUP FLT LOG CTR SINGAPORE OFFICE
NAVSUP FLT LOG CTR WASHINGTON DC	NAVSUP FLT LOG CTR WASHINGTON DC
NAVSUP WEAPON SYSTEMS SUPPORT	NAVSUP WEAPON SYSTEMS SUPPORT
NAVSUP WEAPON SYSTEMS SUPPORT MECH	NAVSUP WEAPON SYSTEMS SUPPORT MECH
NAVY CRANE CENTER	NAVY CRANE CENTER
NAVY CYBER FORCES COMMAND NORFOLK	NAVY CYBER FORCES COMMAND NORFOLK
NAVY DRUG SCREENING LABORATORY	NAVY DRUG SCREENING LABORATORY
NAVY ELECTRONICS SYS ENG CEN NO	NAVY ELECTRONICS SYS ENG CEN NO
NAVY ENVIRONMENTAL HEALTH CENTER	NAVY ENVIRONMENTAL HEALTH CENTER
NAVY EXPEDITIONARY COMBAT COMMAND	NAVY EXPEDITIONARY COMBAT COMMAND
NAVY EXPEDITIONARY INTELLIGENCE CMD	NAVY EXPEDITIONARY INTELLIGENCE CMD
NAVY EXPEDITIONARY MD SUPPORT CMD	NAVY EXPEDITIONARY MD SUPPORT CMD
NAVY EXPERIMENTAL DIVING UNIT	NAVY EXPERIMENTAL DIVING UNIT
NAVY EXPLOSIVE ORDNANCE DISPOSAL	NAVY EXPLOSIVE ORDNANCE DISPOSAL
NAVY FACILITIES ENGINEERING COMMAND	NAVY FACILITIES ENGINEERING COMMAND
NAVY FLEET MATERIAL SUPPORT OFFI	NAVY FLEET MATERIAL SUPPORT OFFI
NAVY FLIGHT DEMONSTRATION SQDN	NAVY FLIGHT DEMONSTRATION SQDN
NAVY INFORMATION OPERATIONS COMMAND	NAVY INFORMATION OPERATIONS COMMAND
NAVY INFORMATION OPS CMD MARYLAND	NAVY INFORMATION OPS CMD MARYLAND
NAVY INSTALLATIONS COMMAND	NAVY INSTALLATIONS COMMAND
NAVY MANAGEMENT SYSTEMS SUPPORT	NAVY MANAGEMENT SYSTEMS SUPPORT
NAVY MANPOWER ANALYSIS CENTER	NAVY MANPOWER ANALYSIS CENTER
NAVY MANPOWER ANALYSIS CENTER -	NAVY MANPOWER ANALYSIS CENTER -
NAVY MANPOWER AND ANALYSIS CENTE	NAVY MANPOWER AND ANALYSIS CENTE
NAVY MANPOWER ENGINEERING FACILI	NAVY MANPOWER ENGINEERING FACILI
NAVY MARINE CORPS APPELLATE REVIEW	NAVY MARINE CORPS APPELLATE REVIEW
NAVY MEDICINE PROFESSIONAL	NAVY MEDICINE PROFESSIONAL
NAVY MUSIC PROGRAM MANAGEMENT	NAVY MUSIC PROGRAM MANAGEMENT
NAVY OCEAN SYSTEM CENTER	NAVY OCEAN SYSTEM CENTER
NAVY OCEAN SYSTEM CENTER CODE 50	NAVY OCEAN SYSTEM CENTER CODE 50
NAVY OCEAN SYSTEM CENTER CODE 70	NAVY OCEAN SYSTEM CENTER CODE 70
NAVY OCEAN SYSTEM CENTER NPRDC	NAVY OCEAN SYSTEM CENTER NPRDC
NAVY OPERATIONAL SUPPORT CENTER	NAVY OPERATIONAL SUPPORT CENTER
NAVY PAY AND PERSONNEL SUPPORT CENT	NAVY PAY AND PERSONNEL SUPPORT CENT
NAVY PERSONNEL COMMAND	NAVY PERSONNEL COMMAND
NAVY PERSONNEL RESEARCH STUDIES AND	NAVY PERSONNEL RESEARCH STUDIES AND
NAVY PUBLIC WORKS CENTER	NAVY PUBLIC WORKS CENTER
NAVY RECRUITING COMMAND	NAVY RECRUITING COMMAND
NAVY RECRUITING DIST JACKSONVILLE	NAVY RECRUITING DIST JACKSONVILLE
NAVY RECRUITING DIST NASHVILLE	NAVY RECRUITING DIST NASHVILLE
NAVY RECRUITING DIST NEW ENGLAND	NAVY RECRUITING DIST NEW ENGLAND
NAVY RECRUITING DIST PITTSBURGH	NAVY RECRUITING DIST PITTSBURGH
NAVY RECRUITING DIST SAN ANTONIO	NAVY RECRUITING DIST SAN ANTONIO
NAVY RECRUITING DISTRICT	NAVY RECRUITING DISTRICT
NAVY RECRUITING DISTRICT  ST LOUIS	NAVY RECRUITING DISTRICT  ST LOUIS
NAVY RECRUITING DISTRICT CHICAGO	NAVY RECRUITING DISTRICT CHICAGO
NAVY RECRUITING DISTRICT DALLAS	NAVY RECRUITING DISTRICT DALLAS
NAVY RECRUITING DISTRICT MIAMI	NAVY RECRUITING DISTRICT MIAMI
NAVY RECRUITING DISTRICT MICHIGAN	NAVY RECRUITING DISTRICT MICHIGAN
NAVY RECRUITING DISTRICT NEW YORK	NAVY RECRUITING DISTRICT NEW YORK
NAVY RECRUITING DISTRICT PHOENIX	NAVY RECRUITING DISTRICT PHOENIX
NAVY RECRUITING DISTRICT PORTLAND	NAVY RECRUITING DISTRICT PORTLAND
NAVY RECRUITING DISTRICT RALEIGH	NAVY RECRUITING DISTRICT RALEIGH
NAVY RECRUITING DISTRICT SAN DIEGO	NAVY RECRUITING DISTRICT SAN DIEGO
NAVY RECRUITING DISTRICT SAN FRA	NAVY RECRUITING DISTRICT SAN FRA
NAVY RECRUITING ORIENTATION UNIT	NAVY RECRUITING ORIENTATION UNIT
NAVY REGION CENTER SINGAPORE	NAVY REGION CENTER SINGAPORE
NAVY REGION MID ATLANTIC	NAVY REGION MID ATLANTIC
NAVY REGION MID ATLANTIC RESERVE	NAVY REGION MID ATLANTIC RESERVE
NAVY REGION NORTHEAST	NAVY REGION NORTHEAST
NAVY REGION NORTHWEST	NAVY REGION NORTHWEST
NAVY REGION NORTHWEST RESERVE	NAVY REGION NORTHWEST RESERVE
NAVY REGION SOUTHEAST CODE N323	NAVY REGION SOUTHEAST CODE N323
NAVY REGION SOUTHEAST RESERVE	NAVY REGION SOUTHEAST RESERVE
NAVY REGION SOUTHWEST	NAVY REGION SOUTHWEST
NAVY REGION SOUTHWEST RESERVE	NAVY REGION SOUTHWEST RESERVE
NAVY SECTION U.S. MILITARY TRN'G	NAVY SECTION U.S. MILITARY TRN'G
NAVY SUPPLY CENTER	NAVY SUPPLY CENTER
NAVY SUPPORT ACTIVITY	NAVY SUPPORT ACTIVITY
NAVY WARFARE DEVELOPMENT COMMAND	NAVY WARFARE DEVELOPMENT COMMAND
NAVY WEAPONS CENTER	NAVY WEAPONS CENTER
NAVY-MARINE CORPS PUBLIC HEALTH CTR	NAVY-MARINE CORPS PUBLIC HEALTH CTR
NAVYU ROTC HAMPTON ROADS	NAVYU ROTC HAMPTON ROADS
NAWC WD PT MUGU CA	NAWC WD PT MUGU CA
NCIS QUANTICO	NCIS QUANTICO
NCTAMS EURCENT	NCTAMS EURCENT
NCTAMSPAC PUGET SOUND	NCTAMSPAC PUGET SOUND
NECC PACIFIC	NECC PACIFIC
NGB CIO CTR OFF ATTN NGB-RCS-BO	NGB CIO CTR OFF ATTN NGB-RCS-BO
NGB-AQE	NGB-AQE
NMC CONUS WEST DIVISION	NMC CONUS WEST DIVISION
NMC UNIT SEAL BEACH	NMC UNIT SEAL BEACH
NMPC DET DRUG AND ALCOHOL PROGRA	NMPC DET DRUG AND ALCOHOL PROGRA
NORFOLK NAVAL SHIPYARD	NORFOLK NAVAL SHIPYARD
NORFOLK SHIP SUPPORT ACTIVITY	NORFOLK SHIP SUPPORT ACTIVITY
NOSC WILLOW GROVE  ASD	NOSC WILLOW GROVE  ASD
NOSCO PITTSBURGH	NOSCO PITTSBURGH
NRD ST LOUIS	NRD ST LOUIS
NROTC MARITIME COLLEGE BRONX	NROTC MARITIME COLLEGE BRONX
NROTC UNIT TULANE UNIVERSITY	NROTC UNIT TULANE UNIVERSITY
NROTC UNIT UNIVERSITY OF IDAHO	NROTC UNIT UNIVERSITY OF IDAHO
NROTCU  ILLINOIS INST OF TECHNOLOGY	NROTCU  ILLINOIS INST OF TECHNOLOGY
NROTCU  IOWA STATE UNIVERSITY	NROTCU  IOWA STATE UNIVERSITY
NROTCU  UNIV OF MINNESOTA	NROTCU  UNIV OF MINNESOTA
NROTCU ARIZONA STATE UNIVERSITY	NROTCU ARIZONA STATE UNIVERSITY
NROTCU AUBURN UNIVERSTIY	NROTCU AUBURN UNIVERSTIY
NROTCU CHICAGO AREA	NROTCU CHICAGO AREA
NROTCU COLL OF THE HOLY CROSS	NROTCU COLL OF THE HOLY CROSS
NROTCU COLLEGE OF THE HOLY CROSS	NROTCU COLLEGE OF THE HOLY CROSS
NROTCU CORNELL UNIVERSITY	NROTCU CORNELL UNIVERSITY
NROTCU EMBRY RIDDLE AERONAUTICAL UN	NROTCU EMBRY RIDDLE AERONAUTICAL UN
NROTCU FLORIDA  A&M  UNIV	NROTCU FLORIDA  A&M  UNIV
NROTCU GEORGE WASHINGTON UNIVERSITY	NROTCU GEORGE WASHINGTON UNIVERSITY
NROTCU GEORGIA INSTITUTE OF TECH	NROTCU GEORGIA INSTITUTE OF TECH
NROTCU HOUSTON CONSORTIUM	NROTCU HOUSTON CONSORTIUM
NROTCU JACKSONVILLE UNIVERSITY	NROTCU JACKSONVILLE UNIVERSITY
NROTCU MAINE MARITIME ACADEMY	NROTCU MAINE MARITIME ACADEMY
NROTCU MARQUETTE UNIV	NROTCU MARQUETTE UNIV
NROTCU MIAMI UNIV	NROTCU MIAMI UNIV
NROTCU MICHIGAN UNIVERSITY	NROTCU MICHIGAN UNIVERSITY
NROTCU NC PIEDMONT DUKE UNIV	NROTCU NC PIEDMONT DUKE UNIV
NROTCU NORWICH UNIVERSITY	NROTCU NORWICH UNIVERSITY
NROTCU OHIO STATE UNIVERSITY	NROTCU OHIO STATE UNIVERSITY
NROTCU OREGON STATE UNIV	NROTCU OREGON STATE UNIV
NROTCU PENNSYLVANIA STATE UNIV	NROTCU PENNSYLVANIA STATE UNIV
NROTCU PHILADELPHIA PA	NROTCU PHILADELPHIA PA
NROTCU PURDUE UNIV	NROTCU PURDUE UNIV
NROTCU RENSSELAER POLY INSTITUTE	NROTCU RENSSELAER POLY INSTITUTE
NROTCU RENSSELAER POLYTECHNIC INST	NROTCU RENSSELAER POLYTECHNIC INST
NROTCU SAVANNAH STATE COLLEGE	NROTCU SAVANNAH STATE COLLEGE
NROTCU SOUTHERN UNIV A&M COLLEGE	NROTCU SOUTHERN UNIV A&M COLLEGE
NROTCU TEXAS A AND M UNIV	NROTCU TEXAS A AND M UNIV
NROTCU THE CITADEL	NROTCU THE CITADEL
NROTCU UC BERKELEY	NROTCU UC BERKELEY
NROTCU UNIV OF CALIFORNIA	NROTCU UNIV OF CALIFORNIA
NROTCU UNIV OF ILLINOIS	NROTCU UNIV OF ILLINOIS
NROTCU UNIV OF MISSOURI	NROTCU UNIV OF MISSOURI
NROTCU UNIV OF NEBRASKA	NROTCU UNIV OF NEBRASKA
NROTCU UNIV OF NEW MEXICO	NROTCU UNIV OF NEW MEXICO
NROTCU UNIV OF NOTRE DAME	NROTCU UNIV OF NOTRE DAME
NROTCU UNIV OF OKLAHOMA	NROTCU UNIV OF OKLAHOMA
NROTCU UNIV OF SOUTH CAROLINA	NROTCU UNIV OF SOUTH CAROLINA
NROTCU UNIV OF SOUTHERN CALIFORNIA	NROTCU UNIV OF SOUTHERN CALIFORNIA
NROTCU UNIV OF WISCONSIN	NROTCU UNIV OF WISCONSIN
NROTCU UNIVERSITY OF ARIZONA	NROTCU UNIVERSITY OF ARIZONA
NROTCU UNIVERSITY OF COLORADO	NROTCU UNIVERSITY OF COLORADO
NROTCU UNIVERSITY OF FLORIDA	NROTCU UNIVERSITY OF FLORIDA
NROTCU UNIVERSITY OF ILLINOIS	NROTCU UNIVERSITY OF ILLINOIS
NROTCU UNIVERSITY OF KANSAS	NROTCU UNIVERSITY OF KANSAS
NROTCU UNIVERSITY OF ROCHESTER	NROTCU UNIVERSITY OF ROCHESTER
NROTCU UNIVERSITY OF SAN DIEGO	NROTCU UNIVERSITY OF SAN DIEGO
NROTCU UNIVERSITY OF SOUTH FLORIDA	NROTCU UNIVERSITY OF SOUTH FLORIDA
NROTCU UNIVERSITY OF UTAH	NROTCU UNIVERSITY OF UTAH
NROTCU UNIVERSITY OF VIRGINIA	NROTCU UNIVERSITY OF VIRGINIA
NROTCU UNIVERSITY OF WASHINGTON	NROTCU UNIVERSITY OF WASHINGTON
NROTCU VIRGINIA MILITARY INSTITUTE	NROTCU VIRGINIA MILITARY INSTITUTE
NROTCU VIRGINIA POLYTECHNIC	NROTCU VIRGINIA POLYTECHNIC
NRPS MONTGOMERY	NRPS MONTGOMERY
NSSA/DLA	NSSA/DLA
NSSF SUPPLY OPERATIONS	NSSF SUPPLY OPERATIONS
NSWC CARDEROCK	NSWC CARDEROCK
NSWC CARDEROCK DET PHILA	NSWC CARDEROCK DET PHILA
NSWC CRANE	NSWC CRANE
NSWC DAHLGREN	NSWC DAHLGREN
NSWC DAHLGREN VA	NSWC DAHLGREN VA
NSWC INDIAN HEAD EOD TECH DIV	NSWC INDIAN HEAD EOD TECH DIV
NSWC NAVAL EXPLOSIVE ORDNANCE	NSWC NAVAL EXPLOSIVE ORDNANCE
NUWC NEWPORT	NUWC NEWPORT
OC-ALC.LSD	OC-ALC.LSD
OC-ALC/LCD (KC135)	OC-ALC/LCD (KC135)
OC-ALC/LHD (B52)	OC-ALC/LHD (B52)
OC-ALC/LIDAC	OC-ALC/LIDAC
OC-ALC/LKD (CLS AIRCRAFT)	OC-ALC/LKD (CLS AIRCRAFT)
OCHR NORFOLK OPERATIONS CENTER	OCHR NORFOLK OPERATIONS CENTER
OCHR PHILADELPHIA OPS CENTER	OCHR PHILADELPHIA OPS CENTER
OCHR SAN DIEGO OPERATIONS CENTER	OCHR SAN DIEGO OPERATIONS CENTER
OCHR STENNIS OPERATIONS CENTER	OCHR STENNIS OPERATIONS CENTER
OFF OF NAVAL RESEARCH REGIONAL OFF	OFF OF NAVAL RESEARCH REGIONAL OFF
OFFICE NAME UNKNOWN:CREATED FOR DOD MIGRATION 2005	OFFICE NAME UNKNOWN:CREATED FOR DOD MIGRATION 2005
OFFICE OF NAVAL INTELLIGENCE	OFFICE OF NAVAL INTELLIGENCE
OFFICE OF NAVAL RESEARCH	OFFICE OF NAVAL RESEARCH
"OFFICE OF NAVAL RESEARCH, HEADQU"	"OFFICE OF NAVAL RESEARCH, HEADQU"
OGDEN ALC/PK	OGDEN ALC/PK
OGDEN ALC/PKM/LMK	OGDEN ALC/PKM/LMK
OGDEN ALC/PKO	OGDEN ALC/PKO
"DLA AVIATION AT OGDEN, UT"	"OGDEN, UT"
OKLAHOMA CITY ALC/LAD	OKLAHOMA CITY ALC/LAD
OKLAHOMA CITY ALC/LID	OKLAHOMA CITY ALC/LID
OKLAHOMA CITY ALC/LPD	OKLAHOMA CITY ALC/LPD
OKLAHOMA CITY ALC/PK	OKLAHOMA CITY ALC/PK
OKLAHOMA CITY ALC/PKO	OKLAHOMA CITY ALC/PKO
"DLA AVIATION AT OKLAHOMA CITY, OK"	"OKLAHOMA CITY, OK"
DLA OKLAHOMA CITY	"OKLAHOMA CITY, OK"
OL-YV ASC/YVK	OL-YV ASC/YVK
OO-ALC/CCB	OO-ALC/CCB
OO-ALC/LGFD	OO-ALC/LGFD
OO-ALC/PKC/LCK	OO-ALC/PKC/LCK
OO-ALC/PKGA/LGKAC	OO-ALC/PKGA/LGKAC
OO-ALC/PKGF/LGKF	OO-ALC/PKGF/LGKF
OO-ALC/PKGF/LGKFD	OO-ALC/PKGF/LGKFD
OO-ALC/PKHC/LHKC	OO-ALC/PKHC/LHKC
OO-ALC/PKHS/LHKS	OO-ALC/PKHS/LHKS
OO-ALC/PKI/LIK	OO-ALC/PKI/LIK
OO-ALC/PKME/LMKE	OO-ALC/PKME/LMKE
OO-ALC/PKMT	OO-ALC/PKMT
OO-ALC/PKT/YWK	OO-ALC/PKT/YWK
OO-ALC/PKW/WMK	OO-ALC/PKW/WMK
OPERATIONAL TEST & EVALUATION FO	OPERATIONAL TEST & EVALUATION FO
OPERATIONAL TEST AND EVALUATION	OPERATIONAL TEST AND EVALUATION
DLA AVAITION	UNSPECIFIED
DLA AVIATION	UNSPECIFIED
"DLA AVIATION AT CHERRY POINT, NC"	OTHER
DLA TROP SUPPORT C&E HARDWARE	UNSPECIFIED
PACIFIC MISSILE RANGE FACILITY	PACIFIC MISSILE RANGE FACILITY
PACIFIC MISSILE RANGE FACILITY H	PACIFIC MISSILE RANGE FACILITY H
PATROL SQUADRON 10	PATROL SQUADRON 10
PATROL SQUADRON VP 69	PATROL SQUADRON VP 69
PEARL HARBOR NAVAL SHIPYARD IMF	PEARL HARBOR NAVAL SHIPYARD IMF
PENSACOLA FL	PENSACOLA FL
PERSONNEL SUPPORT ACTIVITY	PERSONNEL SUPPORT ACTIVITY
"DLA AVIATION AT PHILADELPHIA, PA"	"PHILADELPHIA, PA"
PORT HUENEME DIVISION	PORT HUENEME DIVISION
PORTSMOUTH NAVAL SHIPYARD	PORTSMOUTH NAVAL SHIPYARD
PORTSMOUTH NAVAL SHIPYARD GF	PORTSMOUTH NAVAL SHIPYARD GF
PR 0013 HQ DET    CPS LOG PLNG TM	PR 0013 HQ DET    CPS LOG PLNG TM
PUBLIC WORKS DEPARTMENT GREAT LAKES	PUBLIC WORKS DEPARTMENT GREAT LAKES
PUBLIC WORKS DEPARTMENT MARIANAS	PUBLIC WORKS DEPARTMENT MARIANAS
PUBLIC WORKS DEPARTMENT YOKOSUKA	PUBLIC WORKS DEPARTMENT YOKOSUKA
PUGET SOUND NAVAL SHIPYARD IMF	PUGET SOUND NAVAL SHIPYARD IMF
RCO BAD KREUZNACH	RCO BAD KREUZNACH
RCO BENELUX	RCO BENELUX
RCO GRAFENWOEHR	RCO GRAFENWOEHR
RCO SECHENHEIM	RCO SECHENHEIM
RCO SECKENHEIM	RCO SECKENHEIM
RCO VICENZA	RCO VICENZA
RCO WUERZBURG	RCO WUERZBURG
RECEIVING OFFICER REGIONAL SUP OFC	RECEIVING OFFICER REGIONAL SUP OFC
RECRUIT TRAINING COMMAND	RECRUIT TRAINING COMMAND
DLA AVIATION RICHMOND VA	"RICHMOND, VA"
RIVERINE GROUP ONE	RIVERINE GROUP ONE
ROCK ISLAND ARSENAL	ROCK ISLAND ARSENAL
SAN ANTONIO ALC/LDK	SAN ANTONIO ALC/LDK
DLA AVIATION AT SAN DIEGO	OTHER
SCHOOL OF MUSIC	SCHOOL OF MUSIC
SEABEE CAMP ROTA	SEABEE CAMP ROTA
SHORE INTERMEDIATE MAINTENANCE A	SHORE INTERMEDIATE MAINTENANCE A
SIERRA ARMY DEPOT	SIERRA ARMY DEPOT
SINCUSNAVEURDETIBERLANT SUPCMP O	SINCUSNAVEURDETIBERLANT SUPCMP O
SMC/ADK	SMC/ADK
SMC/GPS	SMC/GPS
SMC/LRSW	SMC/LRSW
SMC/MCS	SMC/MCS
SMC/MR	SMC/MR
SMC/PIK	SMC/PIK
SMC/PK	SMC/PK
SMC/PK/PKX	SMC/PK/PKX
SMC/PK/PKX LOS ANGELES AFB	SMC/PK/PKX LOS ANGELES AFB
SMC/PKA LOS ANGELES AFB	SMC/PKA LOS ANGELES AFB
SMC/PKB	SMC/PKB
SMC/PKD OPERATIONAL CONTRACTING	SMC/PKD OPERATIONAL CONTRACTING
SMC/PKG LOS ANGELES AFB	SMC/PKG LOS ANGELES AFB
SMC/PKH LOS ANGELES AFB	SMC/PKH LOS ANGELES AFB
SMC/PKJ LOS ANGELES AFB	SMC/PKJ LOS ANGELES AFB
SMC/PKL	SMC/PKL
SMC/PKL LOS ANGELES AFB	SMC/PKL LOS ANGELES AFB
SMC/PKR LOS ANGELES AFB	SMC/PKR LOS ANGELES AFB
SMC/PKS LOS ANGELES AFB	SMC/PKS LOS ANGELES AFB
SMC/PKT	SMC/PKT
SMC/PKU	SMC/PKU
SMC/PKU KIRTLAND AFB	SMC/PKU KIRTLAND AFB
SMC/PKV LOS ANGELES AFB	SMC/PKV LOS ANGELES AFB
SMC/PKV1	SMC/PKV1
SMC/PKW	SMC/PKW
SMC/PKW LOS ANGELES AFB	SMC/PKW LOS ANGELES AFB
SMC/PKY	SMC/PKY
SMC/PKZ DEFENSE SUPPORT SYSTEMS	SMC/PKZ DEFENSE SUPPORT SYSTEMS
SMC/PKZ LOS ANGELES AFB	SMC/PKZ LOS ANGELES AFB
SMC/SCNG	SMC/SCNG
SMC/TR	SMC/TR
"SOLDIER SYSTEMS CMD, ACQ. CENTER"	"SOLDIER SYSTEMS CMD, ACQ. CENTER"
SOLDIER SYSTEMS COMMAND	SOLDIER SYSTEMS COMMAND
SOUTH CENTRAL REGIONAL MAINT CENTER	SOUTH CENTRAL REGIONAL MAINT CENTER
SOUTHEAST REGIONAL MAINT CENTER	SOUTHEAST REGIONAL MAINT CENTER
SOUTHWEST REGIONAL MAINT CENTER	SOUTHWEST REGIONAL MAINT CENTER
SPACE & NAVAL WARFARE SYSTEMS	SPACE & NAVAL WARFARE SYSTEMS
SPACE AND NAVAL WARFARE SYSTEMS	SPACE AND NAVAL WARFARE SYSTEMS
SPAWAR INFO TECH CENTER (SITC)	SPAWAR INFO TECH CENTER (SITC)
SPAWAR SYSTEMS   CENTER ATLANTIC	SPAWAR SYSTEMS   CENTER ATLANTIC
SPAWAR SYSTEMS CENTER ATLANTIC	SPAWAR SYSTEMS CENTER ATLANTIC
SPAWARSYSCEN ATLANTIC V53	SPAWARSYSCEN ATLANTIC V53
SPECIAL OPERATIONS COMMAND PACIFIC	SPECIAL OPERATIONS COMMAND PACIFIC
SPRMM1 DLA MECHANICSBURG	SPRMM1 DLA MECHANICSBURG
SRF AND JRMC YOKOSUKA	SRF AND JRMC YOKOSUKA
SSG/PK	SSG/PK
STRATEGIC COMMUNICATION WING ONE	STRATEGIC COMMUNICATION WING ONE
STRATEGIC COMMUNICATIONS WING 1	STRATEGIC COMMUNICATIONS WING 1
STRATEGIC SYSTEMS PROGRAMS	STRATEGIC SYSTEMS PROGRAMS
STRATEGIC WEAPONS FAC LANT FINANCIA	STRATEGIC WEAPONS FAC LANT FINANCIA
STRATEGIC WEAPONS FAC LANT MANPOWER	STRATEGIC WEAPONS FAC LANT MANPOWER
STRIKE FIGHTER SQUAD VFA 106 DET A	STRIKE FIGHTER SQUAD VFA 106 DET A
STRIKE FIGHTER SQUADRON 106	STRIKE FIGHTER SQUADRON 106
STRIKE FIGHTER SQUADRON 131	STRIKE FIGHTER SQUADRON 131
STRIKE FIGHTER SQUADRON 87   VFA 87	STRIKE FIGHTER SQUADRON 87   VFA 87
STRIKE FIGHTER WEAPONS SCHOOL	STRIKE FIGHTER WEAPONS SCHOOL
STRIKE FIGHTER WING U S PACIFIC	STRIKE FIGHTER WING U S PACIFIC
STRIKE FIGHTER WING US PAC FLEET	STRIKE FIGHTER WING US PAC FLEET
SUBMARINE LEARNING CENTER	SUBMARINE LEARNING CENTER
SUBMARINE SUPPORT CENTER NORFOLK	SUBMARINE SUPPORT CENTER NORFOLK
SUP OF SHIPBUILDING CONV AND REPAIR	SUP OF SHIPBUILDING CONV AND REPAIR
SUPERINTENDENT US NAVAL ACADEMY	SUPERINTENDENT US NAVAL ACADEMY
SUPERVISOR OF SHIPBLDG CONVERSION	SUPERVISOR OF SHIPBLDG CONVERSION
SUPERVISOR SHIPBLDG CONVERSION RPR	SUPERVISOR SHIPBLDG CONVERSION RPR
SUPERVISOR SHIPBUILDING CONVERSI	SUPERVISOR SHIPBUILDING CONVERSI
"SUPPLY & LOGISTICS OP,PURCHASE D"	"SUPPLY & LOGISTICS OP,PURCHASE D"
SUPPLY DEPARTMENT NAVAL AIR STAT	SUPPLY DEPARTMENT NAVAL AIR STAT
SUPPLY DIRECTORATE	SUPPLY DIRECTORATE
SUPPLY OFFICER	SUPPLY OFFICER
SUPPLY OFFICER DSN 431-2453	SUPPLY OFFICER DSN 431-2453
"SUPRTDT, USA MILITARY ACADEMY"	"SUPRTDT, USA MILITARY ACADEMY"
SUPSHIP CONVERSION AND REPAIR	SUPSHIP CONVERSION AND REPAIR
SUPSHIPS GULF COAST MS	SUPSHIPS GULF COAST MS
SURFACE COMBAT SYSTEMS CENTER	SURFACE COMBAT SYSTEMS CENTER
TACOM - ANNISTON	TACOM - ANNISTON
TACOM - PICATINNY	TACOM - PICATINNY
TACOM - TEXARKANA	TACOM - TEXARKANA
TACOM - WARREN	TACOM - WARREN
TACOM ROCK ISLAND	TACOM ROCK ISLAND
TACTICAL TRAINING GROUP PACIFIC	TACTICAL TRAINING GROUP PACIFIC
TAGOS SUPPORT UNIT ATLANTIC	TAGOS SUPPORT UNIT ATLANTIC
THE UNIVERSITY OF TEXAS AT AUSTIN	THE UNIVERSITY OF TEXAS AT AUSTIN
TOOELE ARMY DEPOT CONTRACTING OF	TOOELE ARMY DEPOT CONTRACTING OF
TRADOC CONTRACTING ACTIVITY	TRADOC CONTRACTING ACTIVITY
TRAINING SUPPORT CENTER	TRAINING SUPPORT CENTER
TRANSATLANTIC PROGRAM CENTER	TRANSATLANTIC PROGRAM CENTER
TRIDENT REFIT FACILITY	TRIDENT REFIT FACILITY
TRIPLER ARMY MEDICAL CENTER	TRIPLER ARMY MEDICAL CENTER
TWENTY SECOND NAVAL CONST REGIMENT	TWENTY SECOND NAVAL CONST REGIMENT
U S FLEET FORCES COMMAND	U S FLEET FORCES COMMAND
U S NAVAL FORCES SOUTHERN COMMAND	U S NAVAL FORCES SOUTHERN COMMAND
U S NAVAL HOSPITAL   GUAM	U S NAVAL HOSPITAL   GUAM
U S PACIFIC FLEET	U S PACIFIC FLEET
U. S. ARMY ENGINEER CENTER	U. S. ARMY ENGINEER CENTER
U.S. ARMY AIR DEF ARTILLERY CTR	U.S. ARMY AIR DEF ARTILLERY CTR
U.S. ARMY ARMOR CENTER AND FORT	U.S. ARMY ARMOR CENTER AND FORT
U.S. ARMY ATEC CONTRNG ACTIVITY	U.S. ARMY ATEC CONTRNG ACTIVITY
